"kbo_player_id","player_name","season","record_team","league","source_url"
"50030","소형준","2020","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50030","소형준","2021","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50030","소형준","2022","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50030","소형준","2023","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50030","소형준","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50030","소형준","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50030"
"50036","이강준","2020","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50036"
"50036","이강준","2021","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50036"
"50036","이강준","2022","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50036"
"50036","이강준","2025","키움","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50036"
"50054","천성호","2020","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50054"
"50054","천성호","2021","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50054"
"50054","천성호","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50054"
"50054","천성호","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50054"
"50066","강현우","2020","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50066"
"50066","강현우","2023","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50066"
"50066","강현우","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50066"
"50066","강현우","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50066"
"50092","윤준혁","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50092"
"50092","윤준혁","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50092"
"50106","유영찬","2023","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50106"
"50106","유영찬","2024","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50106"
"50106","유영찬","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50106"
"50108","함창건","2024","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50108"
"50108","함창건","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50108"
"50109","성재헌","2020","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50109"
"50109","성재헌","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50109"
"50150","손호영","2020","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50150","손호영","2021","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50150","손호영","2022","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50150","손호영","2023","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50150","손호영","2024","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50150","손호영","2025","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50150"
"50167","이주형","2021","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50167"
"50167","이주형","2023","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50167"
"50167","이주형","2024","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50167"
"50167","이주형","2025","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50167"
"50204","박지훈","2020","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50204"
"50204","박지훈","2021","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50204"
"50204","박지훈","2023","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50204"
"50204","박지훈","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50204"
"50206","최종인","2024","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50206"
"50206","최종인","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50206"
"50208","오명진","2020","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50208"
"50208","오명진","2021","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50208"
"50208","오명진","2024","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50208"
"50208","오명진","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50208"
"50211","제환유","2023","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50211"
"50211","제환유","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50211"
"50304","김병휘","2020","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50304"
"50304","김병휘","2021","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50304"
"50304","김병휘","2023","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50304"
"50304","김병휘","2024","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50304"
"50304","김병휘","2025","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50304"
"50357","박주홍","2020","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50357","박주홍","2021","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50357","박주홍","2022","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50357","박주홍","2023","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50357","박주홍","2024","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50357","박주홍","2025","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50357"
"50430","홍원표","2020","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430"
"50430","홍원표","2023","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430"
"50430","홍원표","2024","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430"
"50430","홍원표","2025","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50430"
"50441","황동재","2020","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441"
"50441","황동재","2022","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441"
"50441","황동재","2023","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441"
"50441","황동재","2024","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441"
"50441","황동재","2025","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50441"
"50458","김지찬","2020","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50458","김지찬","2021","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50458","김지찬","2022","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50458","김지찬","2023","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50458","김지찬","2024","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50458","김지찬","2025","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50458"
"50464","이승민","2020","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464"
"50464","이승민","2021","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464"
"50464","이승민","2022","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464"
"50464","이승민","2024","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464"
"50464","이승민","2025","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50464"
"50500","황성빈","2022","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500"
"50500","황성빈","2023","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500"
"50500","황성빈","2024","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500"
"50500","황성빈","2025","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50500"
"50556","최준용","2020","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50556","최준용","2021","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50556","최준용","2022","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50556","최준용","2023","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50556","최준용","2024","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50556","최준용","2025","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50556"
"50596","홍민기","2021","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596"
"50596","홍민기","2024","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596"
"50596","홍민기","2025","롯데","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50596"
"50600","홍종표","2020","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600"
"50600","홍종표","2023","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600"
"50600","홍종표","2024","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600"
"50600","홍종표","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50600"
"50604","유지성","2024","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50604"
"50604","유지성","2025","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50604"
"50608","이인한","2024","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50608"
"50608","이인한","2025","롯데","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50608"
"50641","장재혁","2022","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50641"
"50641","장재혁","2024","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50641"
"50641","장재혁","2025","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50641"
"50650","최용준","2021","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50650"
"50650","최용준","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50650"
"50657","박민","2020","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50657"
