"kbo_player_id","player_name","season","record_team","league","source_url"
"50657","박민","2021","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50657"
"50657","박민","2022","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50657"
"50657","박민","2024","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50657"
"50657","박민","2025","KIA","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50657"
"50662","정해영","2020","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50662","정해영","2021","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50662","정해영","2022","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50662","정해영","2023","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50662","정해영","2024","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50662","정해영","2025","KIA","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50662"
"50704","임종찬","2020","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50704"
"50704","임종찬","2021","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50704"
"50704","임종찬","2022","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50704"
"50704","임종찬","2024","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50704"
"50704","임종찬","2025","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50704"
"50705","강재민","2020","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50705"
"50705","강재민","2021","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50705"
"50705","강재민","2022","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50705"
"50705","강재민","2023","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50705"
"50705","강재민","2025","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50705"
"50707","최인호","2020","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50707"
"50707","최인호","2021","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50707"
"50707","최인호","2023","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50707"
"50707","최인호","2024","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50707"
"50707","최인호","2025","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50707"
"50709","박정현","2020","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50709"
"50709","박정현","2021","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50709"
"50709","박정현","2022","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50709"
"50709","박정현","2023","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50709"
"50709","박정현","2025","한화","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50709"
"50711","김승일","2024","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50711"
"50711","김승일","2025","한화","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50711"
"50812","박시후","2022","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50812"
"50812","박시후","2024","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50812"
"50812","박시후","2025","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50812"
"50840","현원회","2020","SK","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50840"
"50840","현원회","2024","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50840"
"50840","현원회","2025","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50840"
"50848","김성민","2020","SK","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50848"
"50854","최지훈","2020","SK","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50854","최지훈","2021","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50854","최지훈","2022","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50854","최지훈","2023","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50854","최지훈","2024","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50854","최지훈","2025","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50854"
"50859","오원석","2020","SK","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50859","오원석","2021","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50859","오원석","2022","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50859","오원석","2023","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50859","오원석","2024","SSG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50859","오원석","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50859"
"50868","류효승","2020","SK","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50868"
"50868","류효승","2023","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50868"
"50868","류효승","2024","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50868"
"50868","류효승","2025","SSG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50868"
"50901","안인산","2021","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50901"
"50901","안인산","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50901"
"50902","김한별","2022","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50902"
"50902","김한별","2023","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50902"
"50902","김한별","2024","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50902"
"50902","김한별","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50902"
"50903","한재환","2024","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50903"
"50903","한재환","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50903"
"50904","이종준","2024","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50904"
"50904","이종준","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50904"
"50906","박영빈","2023","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50906"
"50906","박영빈","2024","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50906"
"50906","박영빈","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50906"
"50992","김태경","2020","NC","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50992"
"50992","김태경","2021","NC","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50992"
"50992","김태경","2022","NC","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50992"
"50992","김태경","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=50992"
"50996","박시원","2020","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50996"
"50996","박시원","2021","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50996"
"50996","박시원","2024","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50996"
"50996","박시원","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=50996"
"51003","권동진","2021","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51003"
"51003","권동진","2022","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51003"
"51003","권동진","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51003"
"51003","권동진","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51003"
"51005","김건형","2021","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51005"
"51005","김건형","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51005"
"51005","김건형","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51005"
"51007","최성민","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51007"
"51013","유준규","2022","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51013"
"51013","유준규","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51013"
"51058","한차현","2021","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51058"
"51058","한차현","2024","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51058"
"51058","한차현","2025","KT","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51058"
"51100","이영빈","2021","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51100"
"51100","이영빈","2022","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51100"
"51100","이영빈","2024","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51100"
"51100","이영빈","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51100"
"51111","송승기","2022","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51111"
"51111","송승기","2023","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51111"
"51111","송승기","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51111"
"51154","김진수","2021","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51154"
"51154","김진수","2024","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51154"
"51154","김진수","2025","LG","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51154"
"51203","안재석","2021","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51203"
"51203","안재석","2022","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51203"
"51203","안재석","2023","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51203"
"51203","안재석","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51203"
"51264","최승용","2021","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51264"
"51264","최승용","2022","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51264"
"51264","최승용","2023","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51264"
"51264","최승용","2024","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51264"
"51264","최승용","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51264"
"51269","강현구","2022","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51269"
"51269","강현구","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51269"
"51298","박성재","2021","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51298"
"51298","박성재","2025","두산","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51298"
"51302","이주형","2021","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51302"
"51302","이주형","2022","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51302"
"51302","이주형","2025","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51302"
"51344","김휘집","2021","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51344"
"51344","김휘집","2022","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51344"
"51344","김휘집","2023","키움","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51344"
"51344","김휘집","2024","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51344"
"51344","김휘집","2025","NC","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51344"
"51407","이창용","2024","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51407"
"51407","이창용","2025","삼성","KBO","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=51407"
"51454","이승현","2021","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51454"
"51454","이승현","2022","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51454"
"51454","이승현","2023","삼성","KBO","https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=51454"
