ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,season,record_team,IP_OUTS,IP_DECIMAL,kbo_player_id,player_name,level,role,has_record,source_url,AVG,PA,AB,2B,3B,TB,RBI,SB,CS,GDP,SLG,OBP,E
4.53,39,0,0,3,4,0,5,0.429,477,107 1/3,110,7,59,3,74,60,54,2024,NC,322,107.333333,68928,김시훈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68928,,,,,,,,,,,,,
8.06,24,0,0,1,0,0,1,1.000,118,25 2/3,33,7,10,0,18,25,23,2025,KIA,77,25.666667,68928,김시훈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68928,,,,,,,,,,,,,
6.00,15,0,0,3,5,0,0,0.375,171,36,41,3,22,5,28,25,24,2018,고양,108,36.0,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
6.07,15,0,0,0,5,0,0,0.000,220,46,65,3,23,1,31,35,31,2019,NC,138,46.0,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
3.05,6,0,0,1,0,0,0,1.000,97,20 2/3,24,0,14,1,14,8,7,2021,NC,62,20.666667,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
0.00,2,0,0,0,0,0,0,-,6,2,0,0,0,0,5,0,0,2023,NC,6,2.0,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,4,1,0,0,0,0,2,0,0,2024,NC,3,1.0,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
4.87,19,0,0,2,2,2,1,0.500,88,20 1/3,21,0,6,2,22,13,11,2025,KIA,61,20.333333,68928,김시훈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68928,,,,,,,,,,,,,
4.75,34,0,0,2,3,0,5,0.400,220,47 1/3,51,2,31,0,29,29,25,2019,KT,142,47.333333,69041,손동현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69041,,,,,,,,,,,,,
5.31,23,0,0,0,0,0,1,-,91,20 1/3,21,5,10,0,12,14,12,2020,KT,61,20.333333,69041,손동현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69041,,,,,,,,,,,,,
3.42,64,0,0,8,5,1,15,0.615,301,73 2/3,68,5,20,2,40,31,28,2023,KT,221,73.666667,69041,손동현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69041,,,,,,,,,,,,,
5.32,42,0,0,1,2,1,4,0.333,214,47 1/3,50,5,20,1,27,31,28,2024,KT,142,47.333333,69041,손동현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69041,,,,,,,,,,,,,
3.84,58,0,0,5,0,1,13,1.000,257,58 2/3,66,6,12,3,55,30,25,2025,KT,176,58.666667,69041,손동현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69041,,,,,,,,,,,,,
3.63,11,0,0,1,1,1,1,0.500,73,17 1/3,17,0,7,1,11,7,7,2019,KT,52,17.333333,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
5.34,24,0,0,0,3,3,1,0.000,146,32,42,2,9,1,23,26,19,2020,KT,96,32.0,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
3.90,29,0,0,5,0,1,9,1.000,149,32 1/3,44,1,15,2,24,15,14,2021,상무,97,32.333333,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
4.15,34,0,0,2,0,0,6,1.000,174,39,46,2,9,3,34,20,18,2022,상무,117,39.0,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
2.00,7,0,0,0,0,0,1,-,33,9,6,0,1,0,11,2,2,2024,KT,27,9.0,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
0.00,1,0,0,1,0,0,0,1.000,7,2,3,0,0,0,0,0,0,2025,KT,6,2.0,69041,손동현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69041,,,,,,,,,,,,,
4.01,27,1,0,11,11,0,0,0.500,724,172 2/3,189,15,27,8,100,80,77,2019,KT,518,172.666667,69045,알칸타라,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69045,,,,,,,,,,,,,
2.54,31,1,0,20,2,0,0,0.909,795,198 2/3,174,12,30,9,182,58,56,2020,두산,596,198.666667,69045,알칸타라,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69045,,,,,,,,,,,,,
2.67,31,0,0,13,9,0,0,0.591,777,192,171,16,35,5,162,67,57,2023,두산,576,192.0,69045,알칸타라,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69045,,,,,,,,,,,,,
4.76,12,0,0,2,2,0,0,0.500,270,64 1/3,58,10,22,2,34,35,34,2024,두산,193,64.333333,69045,알칸타라,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69045,,,,,,,,,,,,,
3.27,19,0,0,8,4,0,0,0.667,492,121,125,11,10,4,92,50,44,2025,키움,363,121.0,69045,알칸타라,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69045,,,,,,,,,,,,,
15.00,4,0,0,0,0,0,0,-,21,3,6,1,6,0,1,6,5,2019,KT,9,3.0,69047,전용주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69047,,,,,,,,,,,,,
4.35,15,0,0,0,1,0,1,0.000,43,10 1/3,6,0,6,1,9,5,5,2023,KT,31,10.333333,69047,전용주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69047,,,,,,,,,,,,,
10.80,4,0,0,0,0,0,0,-,11,1 2/3,2,0,3,1,4,3,2,2024,KT,5,1.666667,69047,전용주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69047,,,,,,,,,,,,,
3.95,21,0,0,0,1,0,4,0.000,66,13 2/3,18,0,7,0,11,8,6,2025,KT,41,13.666667,69047,전용주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69047,,,,,,,,,,,,,
3.00,2,0,0,0,0,0,0,-,12,3,3,0,0,0,3,1,1,2019,KT,9,3.0,69047,전용주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69047,,,,,,,,,,,,,
6.00,13,0,0,0,1,1,0,0.000,66,12,21,0,8,1,10,12,8,2023,KT,36,12.0,69047,전용주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69047,,,,,,,,,,,,,
7.12,17,0,0,0,3,0,0,0.000,199,36 2/3,52,2,31,4,28,43,29,2024,KT,110,36.666667,69047,전용주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69047,,,,,,,,,,,,,
5.14,24,0,0,0,2,1,4,0.000,103,21,23,0,16,1,26,14,12,2025,KT,63,21.0,69047,전용주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69047,,,,,,,,,,,,,
14.21,6,0,0,0,0,0,0,-,30,6 1/3,10,2,2,1,0,10,10,2019,KT,19,6.333333,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
9.00,5,0,0,0,0,0,0,-,30,6,11,0,3,0,3,6,6,2020,KT,18,6.0,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
8.53,6,0,0,0,1,0,1,0.000,29,6 1/3,7,0,3,0,5,6,6,2021,KT,19,6.333333,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
3.98,36,0,0,4,1,0,1,0.800,179,40 2/3,45,4,15,0,43,19,18,2023,KT,122,40.666667,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
5.34,29,0,0,0,1,0,3,0.000,152,32,42,3,14,3,30,20,19,2024,KT,96,32.0,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
2.49,41,0,0,3,0,0,5,1.000,168,43 1/3,31,4,9,2,34,12,12,2025,KT,130,43.333333,69054,이상동,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69054,,,,,,,,,,,,,
3.87,18,1,0,8,4,0,0,0.667,359,86,96,5,13,2,48,42,37,2019,KT,258,86.0,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
4.76,22,0,0,3,3,3,3,0.500,195,45 1/3,47,4,15,1,35,27,24,2020,KT,136,45.333333,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
2.30,15,0,0,1,0,1,2,1.000,64,15 2/3,14,1,6,0,21,4,4,2021,KT,47,15.666667,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
1.50,5,0,0,0,0,0,1,-,24,6,3,0,3,0,6,1,1,2023,KT,18,6.0,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
1.38,17,0,0,1,0,1,5,1.000,102,26,17,1,6,2,33,4,4,2024,KT,78,26.0,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
6.41,21,0,0,4,1,3,4,0.800,118,26 2/3,29,4,9,0,32,21,19,2025,KT,80,26.666667,69054,이상동,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69054,,,,,,,,,,,,,
,3,,,,,,,,,,0,0,0,0,0,0,,2019,KT,,,69056,박민석,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69056,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
,4,,,,,,,,,,1,0,0,0,3,1,,2023,KT,,,69056,박민석,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69056,0.250,4,4,0,0,1,0,0,0,0,0.250,0.250,1
,20,,,,,,,,,,3,0,0,0,7,6,,2024,KT,,,69056,박민석,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69056,0.214,14,14,0,0,3,0,0,1,0,0.214,0.214,3
,19,,,,,,,,,,5,0,2,0,4,5,,2025,KT,,,69056,박민석,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69056,0.263,21,19,1,1,8,1,0,1,0,0.421,0.333,2
,50,,,,,,,,,,32,0,21,1,29,25,,2019,KT,,,69056,박민석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69056,0.274,142,117,6,0,38,10,12,5,2,0.325,0.383,10
,13,,,,,,,,,,2,0,4,0,4,3,,2023,KT,,,69056,박민석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69056,0.125,20,16,0,0,2,1,2,2,0,0.125,0.300,2
,73,,,,,,,,,,39,3,29,0,62,32,,2024,KT,,,69056,박민석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69056,0.201,225,194,6,1,56,22,13,5,2,0.289,0.305,15
,13,,,,,,,,,,5,0,3,0,5,3,,2025,KT,,,69056,박민석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69056,0.156,37,32,1,0,6,2,0,0,2,0.188,0.222,2
,12,,,,,,,,,,4,0,4,0,10,2,,2023,KT,,,69064,강민성,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69064,0.182,27,22,1,0,5,0,0,0,0,0.227,0.308,2
,1,,,,,,,,,,0,0,0,0,0,0,,2024,KT,,,69064,강민성,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69064,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
,25,,,,,,,,,,1,0,5,0,15,0,,2025,KT,,,69064,강민성,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69064,0.033,36,30,0,0,1,1,0,0,1,0.033,0.167,0
,56,,,,,,,,,,31,4,16,7,44,23,,2019,KT,,,69064,강민성,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064,0.218,167,142,6,0,49,27,0,0,2,0.345,0.323,8
,74,,,,,,,,,,61,12,44,7,73,45,,2020,KT,,,69064,강민성,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064,0.240,308,254,14,4,119,47,3,0,4,0.469,0.364,9
,63,,,,,,,,,,62,16,35,6,56,45,,2023,KT,,,69064,강민성,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064,0.291,258,213,13,1,125,56,8,0,2,0.587,0.399,6
,78,,,,,,,,,,74,12,38,5,86,57,,2024,KT,,,69064,강민성,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064,0.268,322,276,18,2,132,63,1,0,2,0.478,0.363,8
,73,,,,,,,,,,55,11,61,3,59,46,,2025,KT,,,69064,강민성,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064,0.247,288,223,12,0,100,42,5,1,2,0.448,0.413,9
5.40,3,0,0,0,0,0,0,-,7,1 2/3,1,1,1,0,2,1,1,2019,KT,5,1.666667,69068,이선우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69068,,,,,,,,,,,,,
13.50,2,0,0,0,0,0,0,-,13,2,6,1,1,0,1,3,3,2020,KT,6,2.0,69068,이선우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69068,,,,,,,,,,,,,
4.34,22,0,0,0,2,0,0,0.000,169,37 1/3,47,5,9,4,24,20,18,2023,KT,112,37.333333,69068,이선우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69068,,,,,,,,,,,,,
5.40,6,0,0,0,0,0,0,-,45,10,10,0,4,2,4,6,6,2024,KT,30,10.0,69068,이선우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69068,,,,,,,,,,,,,
7.22,29,0,0,1,1,0,5,0.500,182,38 2/3,55,4,8,3,32,31,31,2019,KT,116,38.666667,69068,이선우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69068,,,,,,,,,,,,,
3.70,19,0,0,3,1,0,2,0.750,110,24 1/3,31,2,6,1,17,13,10,2020,KT,73,24.333333,69068,이선우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69068,,,,,,,,,,,,,
3.38,12,1,1,2,3,1,0,0.400,195,48,42,3,9,0,28,20,18,2023,KT,144,48.0,69068,이선우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69068,,,,,,,,,,,,,
3.60,9,0,0,4,1,0,0,0.800,171,40,44,4,6,6,27,17,16,2024,KT,120,40.0,69068,이선우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69068,,,,,,,,,,,,,
,57,,,,,,,,,,15,1,6,2,17,10,,2019,LG,,,69100,구본혁,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100,0.176,95,85,1,0,19,6,2,1,0,0.224,0.245,1
,125,,,,,,,,,,14,1,7,2,18,20,,2020,LG,,,69100,구본혁,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100,0.163,98,86,0,1,19,7,0,0,2,0.221,0.242,5
,123,,,,,,,,,,5,0,3,1,7,10,,2021,LG,,,69100,구본혁,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100,0.132,45,38,2,0,7,3,0,0,0,0.184,0.205,2
,133,,,,,,,,,,87,2,38,4,51,48,,2024,LG,,,69100,구본혁,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100,0.257,389,339,14,2,111,43,8,4,7,0.327,0.335,10
,131,,,,,,,,,,98,1,36,6,44,41,,2025,LG,,,69100,구본혁,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100,0.286,397,343,16,2,121,38,10,5,4,0.353,0.364,6
,42,,,,,,,,,,25,1,9,4,13,14,,2019,LG,,,69100,구본혁,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69100,0.263,109,95,4,0,32,13,4,3,3,0.337,0.349,7
,11,,,,,,,,,,5,0,1,0,3,3,,2021,LG,,,69100,구본혁,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69100,0.294,18,17,2,0,7,3,0,0,0,0.412,0.333,0
,67,,,,,,,,,,38,0,22,3,13,26,,2022,상무,,,69100,구본혁,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69100,0.336,140,113,2,2,44,16,5,2,2,0.389,0.453,4
,77,,,,,,,,,,74,0,23,3,24,49,,2023,상무,,,69100,구본혁,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69100,0.295,282,251,14,3,94,37,23,5,6,0.375,0.356,10
,107,,,,,,,,,,64,8,46,0,64,37,,2021,LG,,,69102,문보경,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102,0.230,329,278,11,1,101,39,3,1,5,0.363,0.337,5
,126,,,,,,,,,,128,9,47,1,56,52,,2022,LG,,,69102,문보경,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102,0.315,466,406,22,3,183,56,7,0,11,0.451,0.382,6
,131,,,,,,,,,,141,10,58,2,83,77,,2023,LG,,,69102,문보경,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102,0.301,542,469,29,5,210,72,9,8,5,0.448,0.377,20
,144,,,,,,,,,,156,22,65,2,112,80,,2024,LG,,,69102,문보경,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102,0.301,602,519,35,3,263,101,7,6,14,0.507,0.372,13
,141,,,,,,,,,,142,24,79,4,108,91,,2025,LG,,,69102,문보경,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102,0.276,607,515,21,1,237,108,3,1,15,0.460,0.371,16
,8,,,,,,,,,,1,0,1,0,3,0,,2019,LG,,,69102,문보경,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69102,0.111,10,9,1,0,2,0,0,0,0,0.222,0.200,0
,48,,,,,,,,,,37,0,21,3,30,25,,2020,LG,,,69102,문보경,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69102,0.319,142,116,13,0,50,23,3,0,2,0.431,0.430,4
,21,,,,,,,,,,29,3,17,0,9,22,,2021,LG,,,69102,문보경,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69102,0.392,91,74,4,0,42,21,2,0,3,0.568,0.505,2
,7,,,,,,,,,,12,0,4,0,2,7,,2022,LG,,,69102,문보경,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69102,0.500,30,24,4,0,16,6,1,0,0,0.667,0.533,2
,14,,,,,,,,,,4,1,1,0,4,1,,2024,LG,,,69105,김성진,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69105,0.267,16,15,0,0,7,2,0,0,1,0.467,0.313,0
,24,,,,,,,,,,7,0,2,2,18,3,,2019,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.152,50,46,4,0,11,2,0,0,0,0.239,0.220,3
,17,,,,,,,,,,5,2,2,0,15,3,,2020,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.156,35,32,0,0,11,5,0,0,0,0.344,0.200,1
,24,,,,,,,,,,10,2,4,0,13,8,,2022,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.204,53,49,3,0,19,6,0,0,0,0.388,0.264,3
,78,,,,,,,,,,76,5,11,3,61,36,,2023,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.278,291,273,18,2,113,45,3,2,4,0.414,0.309,6
,81,,,,,,,,,,78,10,27,6,64,46,,2024,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.257,338,304,15,0,123,62,2,2,7,0.405,0.328,9
,65,,,,,,,,,,56,4,28,8,37,28,,2025,LG,,,69105,김성진,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105,0.290,231,193,5,0,73,29,0,0,6,0.378,0.398,2
4.91,4,0,0,0,0,0,0,-,56,11,12,0,13,0,6,6,6,2022,LG,33,11.0,69108,이지강,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69108,,,,,,,,,,,,,
3.97,22,0,0,2,5,0,2,0.286,299,68,60,4,28,9,38,45,30,2023,LG,204,68.0,69108,이지강,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69108,,,,,,,,,,,,,
4.53,46,0,0,2,3,1,1,0.400,250,53 2/3,61,5,26,2,39,35,27,2024,LG,161,53.666667,69108,이지강,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69108,,,,,,,,,,,,,
5.32,43,0,0,1,2,3,4,0.333,211,47 1/3,50,4,24,1,39,29,28,2025,LG,142,47.333333,69108,이지강,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69108,,,,,,,,,,,,,
5.00,5,0,0,1,1,0,1,0.500,41,9,10,0,4,1,7,6,5,2019,LG,27,9.0,69108,이지강,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69108,,,,,,,,,,,,,
2.38,20,0,0,8,1,0,1,0.889,378,90 2/3,81,8,27,6,85,28,24,2022,LG,272,90.666667,69108,이지강,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69108,,,,,,,,,,,,,
4.50,6,0,0,0,1,0,0,0.000,68,16,13,1,6,0,23,8,8,2023,LG,48,16.0,69108,이지강,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69108,,,,,,,,,,,,,
4.50,2,0,0,0,0,0,0,-,10,2,3,0,1,0,3,1,1,2024,LG,6,2.0,69108,이지강,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69108,,,,,,,,,,,,,
0.70,10,0,0,2,0,0,2,1.000,102,25 2/3,21,0,9,0,19,2,2,2025,LG,77,25.666667,69108,이지강,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69108,,,,,,,,,,,,,
3.13,6,0,0,1,0,0,0,1.000,94,23,24,0,4,3,21,8,8,2021,LG,69,23.0,69113,임준형,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69113,,,,,,,,,,,,,
6.00,10,0,0,1,3,0,1,0.250,140,30,36,2,14,3,26,22,20,2022,LG,90,30.0,69113,임준형,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69113,,,,,,,,,,,,,
6.59,18,0,0,0,0,0,0,-,62,13 2/3,16,2,4,3,13,10,10,2024,LG,41,13.666667,69113,임준형,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69113,,,,,,,,,,,,,
5.19,10,0,0,0,0,0,0,-,42,8 2/3,11,0,7,1,6,7,5,2025,KT,26,8.666667,69113,임준형,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=69113,,,,,,,,,,,,,
18.00,5,0,0,0,0,0,1,-,25,4,7,1,7,0,2,8,8,2019,LG,12,4.0,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
3.86,15,0,0,3,2,0,0,0.600,179,39 2/3,36,1,23,4,41,24,17,2020,LG,119,39.666667,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
3.49,23,0,0,5,3,0,1,0.625,300,69 2/3,71,2,22,4,60,32,27,2021,LG,209,69.666667,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
4.76,3,0,0,0,1,0,0,0.000,50,11 1/3,16,0,1,2,9,8,6,2022,LG,34,11.333333,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
3.40,12,0,0,4,1,0,0,0.800,197,47 2/3,50,0,9,2,33,18,18,2023,상무,143,47.666667,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
4.15,6,0,0,0,1,0,0,0.000,38,8 2/3,6,0,8,0,3,4,4,2024,LG,26,8.666667,69113,임준형,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=69113,,,,,,,,,,,,,
