"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","source_level","level_adjustment","PA","AB","SBA","OOB","PKO","contact","power","plate_discipline","bat_control","timing","bunt","speed","baserunning_judgment","contact_percentile","power_percentile","plate_discipline_percentile","bat_control_percentile","timing_percentile","speed_percentile","baserunning_judgment_percentile","adjusted_avg","adjusted_iso","adjusted_hr_rate","adjusted_bb_rate","adjusted_k_rate","adjusted_sba_rate","adjusted_sb_pct","adjusted_oob_rate","adjusted_pko_rate","batting_confidence","running_confidence","timing_source","timing_split_ab","fielding_range","catching","throwing_power","throwing_accuracy","fielding_judgment","composure","leadership","aggressiveness","formula_version"
"2025","53144","KBO-53144","LG 트윈스","김범석","C","FUTURES","-2","49","42","2","","","8","9","9","8","8","1","8","8","0.4054","0.5751","0.5706","0.3924","0.4002","0.5301","0.5458","0.2680","0.1582","0.0281","0.1271","0.1960","0.0978","0.7464","","","low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","52105","KBO-52105","LG 트윈스","김성우","C","KBO","0","5","5","0","0","0","10","10","10","10","10","1","10","10","0.5043","0.5036","0.4988","0.5052","0.5025","0.5037","0.4988","0.2592","0.1204","0.0200","0.0871","0.1963","0.0805","0.7488","0.0262","0.0040","very_low","very_low","kbo_pitcher_type_splits","5","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69105","KBO-69105","LG 트윈스","김성진","IF","FUTURES","-2","231","193","0","","","8","7","9","9","8","1","6","8","0.4856","0.2970","0.5584","0.5812","0.5239","0.1889","0.5000","0.2903","0.1074","0.0187","0.1207","0.1638","0.0309","0.6957","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","66162","KBO-66162","LG 트윈스","김주성","IF","KBO","0","17","15","2","0","0","10","10","10","10","10","1","10","10","0.4970","0.5432","0.4944","0.5361","0.4995","0.5197","0.4572","0.2540","0.1360","0.0265","0.0867","0.1848","0.1131","0.6240","0.0247","0.0038","very_low","very_low","kbo_pitcher_type_splits","15","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62558","KBO-62558","LG 트윈스","김준태","C","KBO","0","2","1","0","0","0","10","10","10","10","10","1","10","10","0.5026","0.5024","0.5050","0.5036","0.5040","0.5027","0.4985","0.2694","0.1252","0.0206","0.0994","0.1923","0.0789","0.7488","0.0257","0.0040","very_low","very_low","kbo_pitcher_type_splits","1","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","76290","KBO-76290","LG 트윈스","김현수","OF","KBO","0","552","483","4","4","0","14","12","13","14","12","1","7","12","0.8515","0.6580","0.8354","0.8741","0.7411","0.1271","0.6858","0.2920","0.1246","0.0216","0.1122","0.1420","0.0324","0.8205","0.0213","0.0008","high","medium","kbo_pitcher_type_splits","483","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54166","KBO-54166","LG 트윈스","김현종","OF","KBO","0","6","5","0","0","0","10","10","10","10","10","1","10","10","0.5117","0.5094","0.5116","0.5084","0.5101","0.5037","0.4990","0.2687","0.1299","0.0198","0.0957","0.1945","0.0775","0.7488","0.0252","0.0039","very_low","very_low","kbo_pitcher_type_splits","5","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69102","KBO-69102","LG 트윈스","문보경","IF","KBO","0","607","515","4","3","0","13","14","14","12","12","1","8","12","0.7639","0.8646","0.8975","0.7464","0.6874","0.1744","0.6752","0.2735","0.1750","0.0369","0.1247","0.1805","0.0323","0.7491","0.0173","0.0008","high","medium","kbo_pitcher_type_splits","515","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","68119","KBO-68119","LG 트윈스","문성주","OF","KBO","0","542","475","7","8","0","14","7","12","14","13","1","9","10","0.8650","0.1296","0.7036","0.8998","0.7601","0.3697","0.3792","0.2978","0.0794","0.0079","0.0984","0.1225","0.0444","0.6757","0.0373","0.0008","high","medium","kbo_pitcher_type_splits","475","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","52121","KBO-52121","LG 트윈스","문정빈","IF","KBO","0","33","30","0","0","0","10","11","10","10","10","1","10","10","0.4399","0.5832","0.4288","0.4323","0.4604","0.4904","0.5033","0.2401","0.1434","0.0309","0.0763","0.2302","0.0733","0.7488","0.0239","0.0037","low","very_low","kbo_pitcher_type_splits","30","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","55164","KBO-55164","LG 트윈스","박관우","OF","KBO","0","58","53","0","0","0","11","11","10","11","10","1","10","10","0.5640","0.6079","0.3985","0.5640","0.5352","0.4500","0.5223","0.2628","0.1349","0.0260","0.0769","0.1938","0.0622","0.7488","0.0202","0.0031","low","very_low","kbo_pitcher_type_splits","53","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","79365","KBO-79365","LG 트윈스","박동원","C","KBO","0","523","451","4","7","0","10","14","13","9","10","6","7","10","0.4986","0.8723","0.8385","0.2620","0.4811","0.1693","0.5313","0.2545","0.1881","0.0387","0.1142","0.2305","0.0393","0.8205","0.0405","0.0010","high","medium","kbo_pitcher_type_splits","451","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62415","KBO-62415","LG 트윈스","박해민","OF","KBO","0","544","442","63","5","0","13","7","14","13","12","17","14","12","0.7541","0.1400","0.8822","0.7811","0.6647","0.8429","0.7033","0.2735","0.0805","0.0079","0.1198","0.1764","0.2739","0.7738","0.0259","0.0008","high","medium","kbo_pitcher_type_splits","442","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","55160","KBO-55160","LG 트윈스","서영준","OF","FUTURES","-2","195","170","3","","","8","11","7","6","7","1","8","8","0.4496","0.7678","0.3053","0.2019","0.3506","0.4433","0.4639","0.2854","0.1980","0.0312","0.1049","0.2210","0.0637","0.6890","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54156","KBO-54156","LG 트윈스","손용준","IF","KBO","0","16","15","1","0","0","10","10","10","10","10","1","10","10","0.4970","0.4856","0.4677","0.4840","0.4939","0.5155","0.5146","0.2540","0.1099","0.0181","0.0788","0.2122","0.0945","0.7716","0.0247","0.0038","very_low","very_low","kbo_pitcher_type_splits","15","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","KBO","0","166","147","4","0","1","9","11","9","8","10","4","11","10","0.2810","0.6191","0.2506","0.2242","0.3804","0.6362","0.4690","0.2316","0.1322","0.0192","0.0682","0.2580","0.0853","0.6777","0.0141","0.0127","medium","low","kbo_pitcher_type_splits","147","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","KBO","0","538","463","24","4","1","14","7","13","15","12","10","13","9","0.8750","0.1182","0.8251","0.9023","0.7451","0.8161","0.3603","0.3041","0.0793","0.0049","0.1115","0.1201","0.1085","0.6614","0.0206","0.0047","high","medium","kbo_pitcher_type_splits","463","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","65115","KBO-65115","LG 트윈스","안익훈","OF","FUTURES","-2","4","3","0","","","8","8","8","8","8","1","8","8","0.4960","0.5002","0.5062","0.4950","0.4956","0.5038","0.5000","0.2820","0.1404","0.0211","0.1244","0.1750","0.0835","0.6957","","","very_low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","53123","KBO-53123","LG 트윈스","오스틴","IF","KBO","0","499","425","3","2","0","14","14","14","14","13","1","8","12","0.8663","0.8982","0.8564","0.8740","0.7611","0.2232","0.7016","0.3033","0.2527","0.0553","0.1171","0.1363","0.0330","0.8067","0.0155","0.0010","high","medium","kbo_pitcher_type_splits","425","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","79109","KBO-79109","LG 트윈스","오지환","IF","KBO","0","472","419","16","7","0","10","13","9","8","10","11","11","9","0.5128","0.8336","0.3358","0.2400","0.4431","0.6374","0.2884","0.2547","0.1669","0.0316","0.0807","0.2353","0.1117","0.6341","0.0463","0.0011","high","medium","kbo_pitcher_type_splits","419","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","KBO","0","75","72","1","0","1","10","11","9","9","10","4","11","10","0.3858","0.6451","0.2970","0.2880","0.4148","0.5704","0.5146","0.2396","0.1433","0.0292","0.0580","0.3121","0.0810","0.7716","0.0212","0.0191","low","very_low","kbo_pitcher_type_splits","72","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","52154","KBO-52154","LG 트윈스","이주헌","C","KBO","0","156","128","0","2","0","9","11","12","11","10","5","9","10","0.3310","0.5849","0.7028","0.6041","0.4399","0.3079","0.4700","0.2378","0.1212","0.0238","0.1060","0.1938","0.0411","0.7488","0.0334","0.0021","medium","low","kbo_pitcher_type_splits","128","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","55165","KBO-55165","LG 트윈스","이태훈","IF","FUTURES","-2","223","196","5","","","8","7","7","7","7","1","8","9","0.3868","0.3104","0.3443","0.2791","0.3437","0.4768","0.5861","0.2806","0.1198","0.0161","0.1082","0.1957","0.0729","0.7305","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","55100","KBO-55100","LG 트윈스","이한림","C","FUTURES","-2","58","52","0","","","7","7","8","10","8","1","8","8","0.3507","0.3481","0.4686","0.6669","0.4772","0.4528","0.5000","0.2503","0.0952","0.0139","0.1136","0.1342","0.0655","0.6957","","","low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","KBO","0","199","173","4","2","2","10","9","10","13","10","8","11","10","0.4052","0.3334","0.4941","0.7543","0.4996","0.5554","0.4479","0.2462","0.1049","0.0104","0.0874","0.1626","0.0724","0.7491","0.0298","0.0197","medium","low","kbo_pitcher_type_splits","173","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","KBO","0","6","5","3","0","0","10","10","10","10","10","1","10","10","0.4950","0.5034","0.5116","0.5000","0.4927","0.5080","0.4422","0.2497","0.1204","0.0198","0.0957","0.2039","0.1393","0.6529","0.0262","0.0040","very_low","very_low","kbo_pitcher_type_splits","5","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","52103","KBO-52103","LG 트윈스","최원영","OF","KBO","0","115","103","12","1","2","12","9","9","11","11","6","11","9","0.6510","0.3028","0.2542","0.6384","0.6035","0.5870","0.3434","0.2720","0.0869","0.0098","0.0611","0.1843","0.1851","0.7040","0.0268","0.0254","medium","low","kbo_pitcher_type_splits","103","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50108","KBO-50108","LG 트윈스","함창건","OF","KBO","0","36","32","0","1","0","10","10","10","10","10","1","10","10","0.4526","0.4652","0.5107","0.4762","0.4589","0.4813","0.4823","0.2440","0.1109","0.0155","0.0893","0.2104","0.0696","0.7488","0.0396","0.0035","low","very_low","kbo_pitcher_type_splits","32","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","66108","KBO-66108","LG 트윈스","홍창기","OF","KBO","0","215","174","3","1","0","12","8","13","11","10","5","9","12","0.7236","0.2108","0.8112","0.6478","0.5467","0.3017","0.6514","0.2782","0.0717","0.0099","0.1211","0.1893","0.0530","0.8067","0.0174","0.0015","medium","low","kbo_pitcher_type_splits","174","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54908","KBO-54908","NC 다이노스","고승완","OF","KBO","0","11","10","3","0","0","10","10","10","10","10","1","10","10","0.5032","0.4982","0.5124","0.4792","0.4974","0.5191","0.4678","0.2565","0.1149","0.0190","0.0914","0.2218","0.1341","0.7298","0.0252","0.0039","very_low","very_low","kbo_pitcher_type_splits","10","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","KBO","0","456","358","10","4","0","10","10","15","13","10","12","9","10","0.4133","0.4645","0.9086","0.7585","0.4795","0.2939","0.4543","0.2494","0.1193","0.0146","0.1549","0.1792","0.0641","0.6244","0.0243","0.0009","high","medium","kbo_pitcher_type_splits","358","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69980","KBO-69980","NC 다이노스","김범준","OF","KBO","0","1","1","0","0","0","10","10","10","10","10","1","10","10","0.5011","0.5020","0.5010","0.4999","0.4999","0.5007","0.5000","0.2595","0.1252","0.0208","0.0905","0.2041","0.0821","0.7488","0.0267","0.0041","very_low","none","kbo_pitcher_type_splits","1","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54905","KBO-54905","NC 다이노스","김세훈","IF","FUTURES","-2","231","193","3","","","7","9","10","11","8","1","7","8","0.3060","0.6074","0.7233","0.7741","0.4932","0.3679","0.4639","0.2698","0.1518","0.0247","0.1358","0.1426","0.0567","0.6890","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51903","KBO-51903","NC 다이노스","김정호","C","KBO","0","11","9","0","0","0","10","10","10","10","10","4","10","10","0.5278","0.4997","0.4853","0.4876","0.5162","0.5013","0.5020","0.2772","0.1160","0.0190","0.0824","0.2128","0.0746","0.7488","0.0243","0.0037","very_low","very_low","kbo_pitcher_type_splits","9","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51907","KBO-51907","NC 다이노스","김주원","IF","KBO","0","624","539","55","1","3","14","13","12","13","12","8","14","12","0.8430","0.8019","0.7261","0.7504","0.6977","0.8873","0.7432","0.2852","0.1559","0.0236","0.0996","0.1804","0.2189","0.7921","0.0087","0.0119","high","medium","kbo_pitcher_type_splits","539","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50902","KBO-50902","NC 다이노스","김한별","IF","KBO","0","72","64","1","0","0","12","9","9","12","11","5","10","11","0.6518","0.3648","0.3474","0.6835","0.6174","0.4391","0.5567","0.2818","0.0893","0.0122","0.0706","0.1431","0.0672","0.7716","0.0176","0.0027","low","very_low","kbo_pitcher_type_splits","64","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","68912","KBO-68912","NC 다이노스","김형준","C","KBO","0","415","362","3","7","0","9","14","13","7","9","6","9","10","0.2751","0.8421","0.7625","0.1070","0.3650","0.3040","0.4897","0.2386","0.1702","0.0390","0.1051","0.2827","0.0433","0.8067","0.0508","0.0013","high","medium","kbo_pitcher_type_splits","362","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51344","KBO-51344","NC 다이노스","김휘집","IF","KBO","0","500","429","12","2","1","10","13","9","12","11","5","11","12","0.4443","0.8299","0.3694","0.7333","0.5787","0.6009","0.6685","0.2518","0.1619","0.0318","0.0819","0.1810","0.0778","0.7949","0.0161","0.0058","high","medium","kbo_pitcher_type_splits","429","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54944","KBO-54944","NC 다이노스","데이비슨","IF","KBO","0","439","386","1","2","0","13","14","8","7","10","1","7","11","0.8258","0.8959","0.2319","0.1573","0.5258","0.1585","0.6108","0.2864","0.2853","0.0707","0.0745","0.2553","0.0308","0.7716","0.0201","0.0012","high","medium","kbo_pitcher_type_splits","386","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","KBO","0","98","77","3","1","1","9","10","10","12","10","10","11","10","0.3246","0.5015","0.4102","0.6508","0.4591","0.6198","0.5020","0.2272","0.1223","0.0157","0.0815","0.1799","0.0911","0.8067","0.0299","0.0155","low","very_low","kbo_pitcher_type_splits","77","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","79215","KBO-79215","NC 다이노스","박건우","OF","KBO","0","442","384","10","2","0","13","12","13","13","12","4","10","10","0.8199","0.7064","0.7513","0.8374","0.7424","0.4021","0.5238","0.2835","0.1356","0.0205","0.1036","0.1524","0.0691","0.6744","0.0164","0.0010","high","medium","kbo_pitcher_type_splits","384","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62907","KBO-62907","NC 다이노스","박민우","IF","KBO","0","468","404","36","8","2","14","10","11","14","12","8","14","10","0.8458","0.4868","0.6349","0.8496","0.6716","0.8555","0.4520","0.2941","0.1243","0.0090","0.0936","0.1472","0.1782","0.7715","0.0415","0.0098","high","medium","kbo_pitcher_type_splits","404","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62244","KBO-62244","NC 다이노스","박세혁","C","KBO","0","93","86","1","0","0","9","10","9","9","9","1","10","10","0.2794","0.5294","0.3346","0.3091","0.3629","0.4597","0.5401","0.2162","0.1164","0.0213","0.0733","0.2467","0.0751","0.7716","0.0196","0.0030","low","very_low","kbo_pitcher_type_splits","86","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50996","KBO-50996","NC 다이노스","박시원","OF","KBO","0","60","54","1","0","0","10","10","10","10","10","4","10","10","0.4154","0.4950","0.5020","0.3845","0.4644","0.4917","0.5345","0.2416","0.1146","0.0194","0.0884","0.2351","0.0785","0.7716","0.0205","0.0032","low","very_low","kbo_pitcher_type_splits","54","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50906","KBO-50906","NC 다이노스","박영빈","OF","KBO","0","5","4","6","0","1","10","10","10","10","10","1","10","10","0.5060","0.5039","0.5106","0.4986","0.4976","0.5143","0.4396","0.2617","0.1216","0.0200","0.0966","0.2059","0.1943","0.7180","0.0257","0.0232","very_low","very_low","kbo_pitcher_type_splits","4","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","KBO","0","292","263","10","7","0","12","8","7","12","10","14","12","9","0.6569","0.2296","0.1289","0.7216","0.5432","0.6745","0.3603","0.2651","0.0844","0.0130","0.0437","0.1801","0.1069","0.7244","0.0631","0.0016","medium","low","kbo_pitcher_type_splits","263","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69203","KBO-69203","NC 다이노스","송승환","OF","KBO","0","15","15","0","0","0","10","10","10","10","10","1","10","10","0.4970","0.5004","0.4704","0.4718","0.4965","0.5025","0.4990","0.2540","0.1186","0.0183","0.0795","0.2227","0.0775","0.7488","0.0252","0.0039","very_low","very_low","kbo_pitcher_type_splits","15","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50901","KBO-50901","NC 다이노스","안인산","IF","KBO","0","7","6","0","0","0","10","10","10","10","10","1","10","10","0.4923","0.5025","0.4947","0.4937","0.4897","0.5024","0.5000","0.2473","0.1193","0.0197","0.0855","0.2114","0.0821","0.7488","0.0267","0.0041","very_low","none","kbo_pitcher_type_splits","6","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","64022","KBO-64022","NC 다이노스","안중열","C","KBO","0","60","49","0","0","0","9","10","11","10","10","4","10","10","0.3570","0.4235","0.6287","0.4399","0.4260","0.4489","0.5244","0.2229","0.1050","0.0131","0.1071","0.2164","0.0613","0.7488","0.0199","0.0031","low","very_low","kbo_pitcher_type_splits","49","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","68904","KBO-68904","NC 다이노스","오영수","IF","KBO","0","179","155","5","0","1","10","10","12","9","10","1","10","10","0.3769","0.4059","0.7496","0.2775","0.4212","0.5176","0.4787","0.2440","0.1045","0.0183","0.1116","0.2388","0.0851","0.6992","0.0125","0.0113","medium","low","kbo_pitcher_type_splits","155","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51996","KBO-51996","NC 다이노스","오태양","IF","KBO","0","13","12","3","0","0","10","10","10","10","10","1","10","10","0.5157","0.4947","0.5083","0.5077","0.5037","0.5230","0.4693","0.2608","0.1129","0.0186","0.0898","0.2001","0.1316","0.7298","0.0247","0.0038","very_low","very_low","kbo_pitcher_type_splits","12","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","KBO","0","337","300","3","5","1","10","10","11","11","10","4","9","9","0.4670","0.3948","0.6018","0.5882","0.4956","0.3412","0.3496","0.2530","0.1141","0.0117","0.0919","0.1959","0.0458","0.7298","0.0409","0.0078","high","medium","kbo_pitcher_type_splits","300","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","55993","KBO-55993","NC 다이노스","장창훈","IF","FUTURES","-2","58","46","9","","","8","7","9","8","8","1","9","7","0.3803","0.3595","0.6041","0.4733","0.4175","0.5765","0.3595","0.2606","0.0991","0.0139","0.1325","0.1722","0.1921","0.6293","","","low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","KBO","0","294","261","20","1","0","9","12","8","11","10","10","13","12","0.3663","0.6577","0.1913","0.5775","0.4379","0.7872","0.6566","0.2444","0.1292","0.0206","0.0664","0.1970","0.1883","0.7496","0.0182","0.0016","medium","low","kbo_pitcher_type_splits","261","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","KBO","0","449","413","34","7","3","10","9","7","13","10","5","13","10","0.3767","0.2826","0.1156","0.7981","0.5400","0.8228","0.4347","0.2460","0.0968","0.0148","0.0585","0.1651","0.2203","0.7611","0.0482","0.0185","high","medium","kbo_pitcher_type_splits","413","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","KBO","0","155","120","36","2","0","11","8","12","12","11","8","11","12","0.6392","0.2412","0.7065","0.7301","0.5977","0.6385","0.6738","0.2692","0.0711","0.0082","0.1064","0.1632","0.3549","0.8149","0.0295","0.0018","medium","low","kbo_pitcher_type_splits","120","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","KBO","0","138","113","2","0","1","9","11","10","11","10","8","10","10","0.2786","0.6041","0.5153","0.5684","0.4187","0.4127","0.4976","0.2264","0.1251","0.0214","0.0888","0.1959","0.0694","0.7073","0.0152","0.0137","medium","low","kbo_pitcher_type_splits","113","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50903","KBO-50903","NC 다이노스","한재환","IF","KBO","0","31","27","0","0","0","10","10","10","10","10","1","10","10","0.4659","0.4503","0.4771","0.3988","0.4530","0.4837","0.5089","0.2458","0.0995","0.0161","0.0851","0.2566","0.0696","0.7488","0.0226","0.0035","low","very_low","kbo_pitcher_type_splits","27","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50600","KBO-50600","NC 다이노스","홍종표","IF","KBO","0","85","73","3","0","1","9","9","10","10","10","8","10","10","0.3106","0.3140","0.4943","0.3714","0.3814","0.5323","0.4483","0.2209","0.0731","0.0114","0.0873","0.2304","0.1030","0.6529","0.0194","0.0175","low","very_low","kbo_pitcher_type_splits","73","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51868","KBO-51868","SSG 랜더스","고명준","IF","KBO","0","500","471","2","1","0","13","13","6","11","11","1","8","12","0.7687","0.8195","0.0936","0.5836","0.6103","0.2143","0.6797","0.2753","0.1500","0.0318","0.0486","0.1977","0.0328","0.7906","0.0126","0.0011","high","medium","kbo_pitcher_type_splits","471","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","54810","KBO-54810","SSG 랜더스","김규민","C","FUTURES","-2","179","161","2","","","8","11","7","6","7","1","8","8","0.4316","0.7974","0.2807","0.1897","0.3348","0.4524","0.4652","0.2837","0.2163","0.0437","0.1001","0.2445","0.0620","0.6631","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62864","KBO-62864","SSG 랜더스","김민식","C","FUTURES","-2","50","42","0","","","7","8","9","7","7","1","8","8","0.3591","0.3799","0.5673","0.3667","0.3621","0.4644","0.5000","0.2468","0.1019","0.0146","0.1263","0.2080","0.0665","0.6957","","","low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50848","KBO-50848","SSG 랜더스","김성민","IF","FUTURES","-2","10","7","0","","","8","8","8","8","8","1","8","8","0.4894","0.4934","0.5298","0.5053","0.4958","0.5050","0.5000","0.2808","0.1352","0.0199","0.1358","0.1655","0.0788","0.6957","","","very_low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","KBO","0","132","123","3","1","0","9","10","9","9","10","4","10","10","0.2640","0.4400","0.2826","0.3187","0.4332","0.5079","0.4250","0.2252","0.1105","0.0177","0.0696","0.2354","0.0888","0.6529","0.0292","0.0026","medium","low","kbo_pitcher_type_splits","123","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","KBO","0","137","115","2","1","0","9","9","12","12","10","8","10","10","0.3427","0.3104","0.6944","0.7066","0.4534","0.4001","0.4802","0.2382","0.0867","0.0131","0.1061","0.1672","0.0671","0.7073","0.0257","0.0023","medium","low","kbo_pitcher_type_splits","115","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","67900","KBO-67900","SSG 랜더스","김수윤","IF","KBO","0","12","11","0","0","0","10","10","10","10","10","1","10","10","0.4834","0.4965","0.4825","0.4900","0.4842","0.5044","0.4985","0.2452","0.1139","0.0188","0.0816","0.2109","0.0789","0.7488","0.0257","0.0040","very_low","very_low","kbo_pitcher_type_splits","11","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","KBO","0","78","73","0","1","0","9","9","9","11","10","4","10","10","0.3269","0.3373","0.3264","0.6180","0.4612","0.4317","0.4783","0.2267","0.0846","0.0118","0.0682","0.1832","0.0613","0.7488","0.0349","0.0031","low","very_low","kbo_pitcher_type_splits","73","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","69825","KBO-69825","SSG 랜더스","김창평","OF","FUTURES","-2","65","47","7","","","7","8","10","8","8","1","9","9","0.3616","0.4485","0.6891","0.4828","0.4101","0.5794","0.6242","0.2520","0.1324","0.0193","0.1754","0.1709","0.1521","0.7622","","","low","very_low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","KBO","0","4","2","2","0","0","10","10","10","10","10","1","10","10","0.5046","0.5035","0.5133","0.5087","0.5044","0.5158","0.4709","0.2668","0.1239","0.0202","0.1071","0.1886","0.1152","0.7073","0.0252","0.0039","very_low","very_low","kbo_pitcher_type_splits","2","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","50868","KBO-50868","SSG 랜더스","류효승","OF","KBO","0","103","94","1","0","0","12","12","10","9","10","1","10","10","0.6561","0.7181","0.3866","0.3455","0.5324","0.4074","0.5328","0.2743","0.1837","0.0399","0.0795","0.2346","0.0638","0.6807","0.0167","0.0026","medium","low","kbo_pitcher_type_splits","94","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","67893","KBO-67893","SSG 랜더스","박성한","IF","KBO","0","538","452","11","4","1","12","9","15","13","11","5","10","10","0.7465","0.3546","0.9083","0.7776","0.6358","0.4477","0.3752","0.2721","0.1099","0.0143","0.1382","0.1765","0.0607","0.5946","0.0214","0.0048","high","medium","kbo_pitcher_type_splits","452","","","","","","","","","kbo-hitter-abilities-v2-compressed"
"2025","51860","KBO-51860","SSG 랜더스","박정빈","OF","FUTURES","-2","108","84","8","","","9","8","10","10","9","1","10","10","0.6046","0.4384","0.7096","0.6624","0.6277","0.6910","0.6516","0.3046","0.1384","0.0153","0.1488","0.1500","0.1264","0.8309","","","medium","low","futures_contact_k_proxy","0","","","","","","","","","kbo-hitter-abilities-v2-compressed"
