"season","source_team","player_name","public_player_id","position","age","PA","BB_pct","SO_pct","ISO","BABIP","wRC_plus","SFR","WAR","source_url"
"2025","삼성 라이온즈","이성규","1216202","RF","32","154","9.7","33.8","0.198","0.271","102.1","1.4","0.84","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","김헌곤","154514","RF","37","191","5.8","15.2","0.069","0.259","63.3","3.1","0.23","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","이병헌","1631608","C","26","59","5.1","22.0","0.109","0.244","57.4","0.2","0.16","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","김태훈","1098389","LF","29","98","3.1","24.5","0.075","0.299","55.1","4.1","0.15","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","홍현빈","1402999","CF","28","38","7.9","21.1","0.062","0.167","15.9","5.7","0.13","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","김도환","1631576","C","25","14","0.0","28.6","0.071","0.400","76.0","0.1","0.08","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","이창용","2935950","1B","26","17","11.8","47.1","0.267","0.333","106.4","-1.2","0.06","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","양우현","1631606","SS","25","16","0.0","12.5","0.062","0.214","17.3","1.9","0.04","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","박세혁","433922","C","36","93","5.4","30.1","0.105","0.211","34.1","0.4","0.01","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","차승준","2941628","DH","19","1","0.0","0.0","0.000","0.000","-105.5","N/A","-0.02","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","박진우","2954529","DH","22","1","0.0","0.0","0.000","0.000","-105.5","N/A","-0.02","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","김재혁","1672551","DH","26","4","25.0","50.0","0.000","0.000","8.2","N/A","-0.02","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","심재훈","2941629","2B","19","43","9.3","30.2","0.000","0.280","30.7","0.9","-0.03","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","장승현","799418","C","31","2","0.0","0.0","0.000","0.000","-105.5","0","-0.03","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","이해승","1681510","SS","25","5","0.0","40.0","0.000","0.333","9.8","-1.1","-0.08","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","윤정빈","1616842","RF","26","46","8.7","39.1","0.025","0.292","26.9","0.3","-0.16","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","함수호","2941630","LF","19","14","0.0","42.9","0.000","0.375","18.0","-1.9","-0.16","https://www.kbofancystats.com/teams/samsunglions/"
"2025","삼성 라이온즈","김재성","1098402","C","29","73","8.2","31.5","0.032","0.195","14.5","-0.9","-0.19","https://www.kbofancystats.com/teams/samsunglions/"
"2025","SSG 랜더스","에레디아","2238518","LF","34","415","7.5","14.9","0.152","0.377","145.9","32.2","5.77","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","최지훈","1652055","CF","28","574","7.5","15.2","0.087","0.327","98.9","25.7","5.03","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","박성한","1403069","SS","27","538","14.7","17.3","0.106","0.331","118.0","3","4.91","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","한유섬","433993","RF","36","511","9.0","23.5","0.152","0.339","114.2","3.8","3.80","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","최정","10121","3B","38","406","12.6","23.2","0.238","0.265","131.7","-0.8","3.68","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","김재환","10723","LF","37","407","14.0","23.6","0.163","0.295","113.4","2.7","2.78","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","고명준","1656223","1B","23","500","4.0","19.8","0.155","0.315","100.7","5.2","2.34","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","정준재","2934570","2B","23","442","11.5","21.0","0.043","0.326","77.2","4.8","2.20","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","조형우","1656221","C","23","294","6.5","21.8","0.074","0.296","70.5","-2","1.24","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","안상현","1216239","3B","28","289","6.2","29.4","0.116","0.367","86.5","-10.4","0.98","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","오태곤","36189","LF","34","229","13.1","25.8","0.108","0.260","76.4","4.8","0.95","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","류효승","1652057","DH","29","103","6.8","27.2","0.245","0.350","139.6","-0.9","0.91","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","이지영","10404","C","39","216","5.1","10.2","0.086","0.253","66.2","-1.7","0.75","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","최준우","1616849","LF","26","192","15.6","24.5","0.059","0.245","71.4","7.6","0.70","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","현원회","1652053","1B","24","62","4.8","25.8","0.068","0.405","99.4","2.3","0.38","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","석정우","1683573","3B","26","54","7.4","33.3","0.143","0.379","107.1","-2.4","0.27","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","김성욱","778539","CF","32","132","5.3","26.5","0.098","0.256","48.7","6.5","0.21","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","신범수","1216225","C","27","39","12.8","17.9","0.121","0.200","78.4","0.3","0.21","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","김태윤","2953377","DH","22","4","50.0","0.0","0.000","0.500","266.1","N/A","0.08","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","김성현","10201","3B","38","137","11.7","14.6","0.052","0.253","66.7","-5.1","0.05","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","하재훈","1631575","RF","35","61","6.6","34.4","0.161","0.152","35.8","5.1","0.02","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","이승민","2933511","DH","21","5","0.0","40.0","0.000","0.333","9.8","N/A","-0.03","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","채현우","1632200","LF","30","52","5.8","25.0","0.125","0.229","47.6","-0.4","-0.04","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","홍대인","2942663","DH","24","5","0.0","40.0","0.000","0.333","9.8","N/A","-0.05","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","이정범","1403597","DH","27","3","0.0","66.7","0.000","0.000","-105.5","N/A","-0.06","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","임근우","2954631","RF","26","5","0.0","20.0","0.000","0.000","-105.5","0.7","-0.06","https://www.kbofancystats.com/teams/ssglanders/"
"2025","SSG 랜더스","김수윤","1403071","3B","27","12","0.0","33.3","0.000","0.143","-17.9","-1","-0.14","https://www.kbofancystats.com/teams/ssglanders/"
