"search_name","candidate_status","kbo_player_id","name","team_id","team_name","position_name","bats_throws","profile_link","source_url"
"박상원","retire","62457","박상원","SS","삼성","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=62457","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박성빈","now","54807","박성빈","SM","상무","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=54807","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박성빈","now","53305","박성빈","WO","키움","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=53305","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박성재","now","52980","박성재","NC","NC","포수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=52980","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박성재","now","51298","박성재","OB","두산","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=51298","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박성한","now","67893","박성한","SK","SSG","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=67893","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세웅","now","64021","박세웅","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=64021","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세웅","retire","62926","박세웅","NC","NC","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=62926","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세웅","retire","65844","박세웅","SS","삼성","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=65844","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세진","now","66047","박세진","LT","롯데","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=66047","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세진","retire","77559","박세진","SK","SK","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=77559","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세혁","now","62244","박세혁","SS","삼성","포수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62244","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박세현","now","55568","박세현","LT","롯데","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=55568","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박수종","now","52305","박수종","WO","키움","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=52305","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박승규","now","69418","박승규","SS","삼성","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=69418","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박승욱","now","62802","박승욱","LT","롯데","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62802","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박시영","now","60559","박시영","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=60559","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박시원","now","55121","박시원","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55121","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박시원","now","50996","박시원","NC","NC","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=50996","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박시원","now","53409","박시원","SS","삼성","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=53409","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박시후","now","50812","박시후","SK","SSG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=50812","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박신지","now","68249","박신지","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68249","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박영빈","now","50906","박영빈","NC","NC","외야수","우투좌타","/Futures/Player/HitterDetail.aspx?playerId=50906","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박영현","now","52060","박영현","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=52060","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박윤성","now","53301","박윤성","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=53301","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박재엽","now","55563","박재엽","LT","롯데","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55563","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박재현","now","55636","박재현","HT","KIA","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=55636","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정빈","now","51860","박정빈","SK","SSG","외야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=51860","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정수","now","65639","박정수","OB","두산","투수","우언좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65639","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정우","now","67609","박정우","HT","KIA","외야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=67609","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정우","retire","65620","박정우","HT","KIA","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=65620","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정현","now","50709","박정현","HH","한화","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50709","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정현","retire","70604","박정현","HT","KIA","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=70604","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정현","retire","88332","박정현","SK","SK","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=88332","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정훈","now","55394","박정훈","WO","키움","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55394","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정훈","retire","91542","박정훈","HT","KIA","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=91542","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박정훈","retire","79189","박정훈","NC","NC","투수","우투좌타","/Record/Retire/Pitcher.aspx?playerId=79189","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박종훈","now","60841","박종훈","SK","SSG","투수","우언우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=60841","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박종훈","retire","40007","박종훈","OB","OB","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=40007","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박주성","now","69328","박주성","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69328","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박주현","retire","68097","박주현","NC","NC","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=68097","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박주현","retire","65348","박주현","WO","고양","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=65348","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박주홍","now","50357","박주홍","WO","키움","외야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=50357","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준순","now","55252","박준순","OB","두산","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55252","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준영","now","52731","박준영","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=52731","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준영","now","56709","박준영","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=56709","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준영","retire","66928","박준영","OB","두산","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=66928","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준영","retire","82046","박준영","HD","삼미  ","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=82046","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준우","now","54503","박준우","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54503","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박준표","retire","63638","박준표","HT","KIA","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=63638","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지호","now","54213","박지호","SM","상무","투수","좌투좌타","/Futures/Player/PitcherDetail.aspx?playerId=54213","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지호","retire","68594","박지호","LT","롯데","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=68594","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지환","now","54805","박지환","SM","상무","외야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=54805","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지환","retire","92512","박지환","SB","쌍방울","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=92512","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지훈","now","56066","박지훈","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=56066","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지훈","now","50204","박지훈","OB","두산","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50204","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지훈","now","55508","박지훈","LT","롯데","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=55508","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박지훈","retire","62637","박지훈","HT","KIA","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=62637","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진","now","69594","박진","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69594","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진우","now","53411","박진우","SS","삼성","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=53411","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진우","retire","67004","박진우","KT","KT","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=67004","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진우","retire","63991","박진우","NC","NC","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=63991","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진형","now","63512","박진형","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=63512","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박진형","retire","71163","박진형","LG","LG","외야수","우투우타","/Record/Retire/Hitter.aspx?playerId=71163","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박찬형","now","55530","박찬형","LT","롯데","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=55530","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박찬호","now","64646","박찬호","OB","두산","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64646","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박찬호","retire","50112","박찬호","LG","LG","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=50112","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박찬호","retire","62761","박찬호","HH","한화","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=62761","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박치국","now","67266","박치국","OB","두산","투수","우언우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67266","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박해민","now","62415","박해민","LG","LG","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62415","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박헌","now","55637","박헌","HT","KIA","외야수","좌투좌타","/Futures/Player/HitterDetail.aspx?playerId=55637","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배동현","now","51761","배동현","WO","키움","투수","우투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=51761","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배민서","now","69974","배민서","HH","한화","투수","우언우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69974","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배승수","now","55798","배승수","HH","한화","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55798","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배재준","now","63145","배재준","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=63145","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배재환","now","64995","배재환","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=64995","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배정대","now","64166","배정대","KT","KT","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64166","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"배찬승","now","55455","배찬승","SS","삼성","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55455","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"백두산","retire","54507","백두산","LT","롯데","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=54507","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"백승건","now","69839","백승건","SK","SSG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69839","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"백승현","now","65109","백승현","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65109","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"백정현","now","77446","백정현","SS","삼성","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=77446","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"벨라스케즈","retire","55526","벨라스케즈","LT","롯데","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=55526","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"변상권","now","68305","변상권","UL","울산","외야수","우투좌타","/Futures/Player/HitterDetail.aspx?playerId=68305","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"변우혁","now","69727","변우혁","HT","KIA","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=69727","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서건창","now","78168","서건창","WO","키움","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=78168","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서영준","now","55160","서영준","LG","LG","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55160","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서영준","now","55012","서영준","UL","울산","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=55012","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서유신","now","53309","서유신","WO","고양","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=53309","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서의태","retire","66068","서의태","NC","NC","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=66068","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서진용","now","61895","서진용","SK","SSG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=61895","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"서호철","now","69995","서호철","NC","NC","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=69995","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"석정우","now","52804","석정우","SK","SSG","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=52804","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"성동현","now","68159","성동현","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68159","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"성영탁","now","54610","성영탁","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54610","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"성재헌","retire","50109","성재헌","KT","KT","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=50109","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"소이현","now","67962","소이현","NC","NC","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=67962","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"소형준","now","50030","소형준","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=50030","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손동현","now","69041","손동현","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69041","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손성빈","now","51528","손성빈","LT","롯데","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=51528","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손아섭","now","77532","손아섭","OB","두산","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=77532","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손용준","now","54156","손용준","LG","LG","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=54156","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손주영","now","67143","손주영","LG","LG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67143","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손주환","now","54904","손주환","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54904","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손현기","now","54363","손현기","WO","고양","투수","좌투좌타","/Futures/Player/PitcherDetail.aspx?playerId=54363","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손호영","now","50150","손호영","LT","롯데","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50150","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"손힘찬","now","55300","손힘찬","WO","고양","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=55300","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송민섭","retire","64012","송민섭","KT","KT","외야수","우투우타","/Record/Retire/Hitter.aspx?playerId=64012","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송성문","retire","65357","송성문","WO","키움","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=65357","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송승기","now","51111","송승기","LG","LG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=51111","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송승환","retire","69203","송승환","NC","NC","외야수","우투우타","/Record/Retire/Hitter.aspx?playerId=69203","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송영진","now","53898","송영진","SM","상무","투수","우투양타","/Futures/Player/PitcherDetail.aspx?playerId=53898","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송은범","retire","73801","송은범","SS","삼성","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=73801","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송재영","now","51594","송재영","LT","롯데","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=51594","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송지후","now","54394","송지후","WO","키움","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=54394","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"송찬의","now","68110","송찬의","LG","LG","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=68110","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"스티븐슨","retire","55013","스티븐슨","KT","KT","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=55013","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신민재","now","65207","신민재","LG","LG","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=65207","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신민재","retire","65033","신민재","PL","경찰","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=65033","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신민혁","now","68902","신민혁","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68902","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신범수","now","66662","신범수","SK","SSG","포수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=66662","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신병률","retire","68067","신병률","LT","롯데","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=68067","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신영우","now","53919","신영우","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=53919","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신윤후","now","69508","신윤후","LT","롯데","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=69508","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"신지환","now","55860","신지환","SK","SSG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55860","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"심우준","now","64006","심우준","HH","한화","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64006","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"심재민","now","64017","심재민","UL","울산","투수","좌투우타","/Futures/Player/PitcherDetail.aspx?playerId=64017","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"심재훈","now","55438","심재훈","SS","삼성","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55438","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"심창민","retire","61411","심창민","LG","LG","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=61411","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안상현","now","66864","안상현","SK","SSG","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=66864","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안우진","now","54509","안우진","LT","롯데","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=54509","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안우진","now","68341","안우진","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68341","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안익훈","retire","65115","안익훈","LG","LG","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=65115","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안인산","now","50901","안인산","KT","KT","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50901","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안재석","now","51203","안재석","OB","두산","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=51203","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안주형","retire","66406","안주형","SS","삼성","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=66406","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안중열","now","64022","안중열","NC","NC","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64022","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안치영","now","67006","안치영","KT","KT","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=67006","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안치홍","now","79608","안치홍","WO","키움","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=79608","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"안현민","now","52001","안현민","KT","KT","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=52001","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"알칸타라","now","69045","알칸타라","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69045","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"앤더슨","retire","53664","앤더슨","HT","KIA","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=53664","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"앤더슨","retire","54833","앤더슨","SK","SSG","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=54833","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양도근","now","54408","양도근","SM","상무","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=54408","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양석환","now","64153","양석환","OB","두산","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64153","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양수호","now","55659","양수호","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55659","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양우현","now","69403","양우현","SS","삼성","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=69403","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양의지","now","76232","양의지","OB","두산","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=76232","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"양재훈","now","55215","양재훈","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55215","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
