"search_name","candidate_status","kbo_player_id","name","team_id","team_name","position_name","bats_throws","profile_link","source_url"
"김세훈","now","54905","김세훈","SM","상무","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=54905","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김수윤","now","67900","김수윤","SK","SSG","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=67900","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김승일","now","50711","김승일","HH","한화","투수","우언우타","/Futures/Player/PitcherDetail.aspx?playerId=50711","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김승현","retire","66492","김승현","HT","KIA","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=66492","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김승현","retire","63608","김승현","KY","고양","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=63608","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김시훈","now","68928","김시훈","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68928","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김연주","now","54368","김연주","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54368","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김영규","now","68900","김영규","NC","NC","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68900","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김영우","now","55167","김영우","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55167","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김영우","retire","69709","김영우","HH","한화","투수","우투양타","/Record/Retire/Pitcher.aspx?playerId=69709","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김영웅","now","52430","김영웅","SS","삼성","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=52430","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김영준","now","68130","김영준","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68130","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김웅빈","now","65898","김웅빈","WO","키움","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=65898","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김원중","now","62528","김원중","LT","롯데","투수","우투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=62528","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김유성","now","53262","김유성","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=53262","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김유영","now","64596","김유영","LG","LG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=64596","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김윤하","now","54319","김윤하","WO","키움","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54319","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김인범","now","69367","김인범","WO","고양","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=69367","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김인태","now","63257","김인태","OB","두산","외야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=63257","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김인환","retire","66715","김인환","HH","한화","내야수","우투좌타","/Record/Retire/Hitter.aspx?playerId=66715","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재성","now","65132","김재성","SS","삼성","포수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=65132","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재성","retire","92702","김재성","HH","한화","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=92702","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재열","now","64580","김재열","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=64580","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재열","retire","84993","김재열","HH","빙그레","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=84993","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재원","now","55043","김재원","SM","상무","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=55043","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재윤","now","65062","김재윤","SS","삼성","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65062","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재혁","now","52424","김재혁","SS","삼성","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=52424","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재현","now","53619","김재현","HT","KIA","내야수","우투좌타","/Futures/Player/HitterDetail.aspx?playerId=53619","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재현","now","62332","김재현","WO","키움","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=62332","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재현","retire","76869","김재현","SK","SK","외야수","우투양타","/Record/Retire/Hitter.aspx?playerId=76869","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재현","retire","94107","김재현","SK","SK","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=94107","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김재환","now","78224","김재환","SK","SSG","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=78224","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김정엽","now","55646","김정엽","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55646","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김정우","now","68830","김정우","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68830","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김정호","now","51903","김정호","NC","NC","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=51903","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김정호","retire","99556","김정호","LT","롯데","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=99556","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김정호","retire","65709","김정호","HH","한화","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=65709","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김종수","now","63765","김종수","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=63765","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김종수","retire","97383","김종수","HH","빙그레","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=97383","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김종운","now","55122","김종운","SM","상무","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=55122","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주성","now","66162","김주성","LG","LG","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=66162","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주성","retire","94812","김주성","HH","한화","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=94812","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주온","now","65411","김주온","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65411","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주완","now","52140","김주완","LT","롯데","투수","좌투좌타","/Futures/Player/PitcherDetail.aspx?playerId=52140","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주완","retire","51299","김주완","KT","KT","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=51299","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주원","now","51907","김주원","NC","NC","내야수","우투양타","/Record/Player/HitterDetail/Basic.aspx?playerId=51907","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김주원","retire","61894","김주원","KT","KT","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=61894","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김준상","now","55226","김준상","OB","두산","내야수","우투좌타","/Futures/Player/HitterDetail.aspx?playerId=55226","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김준상","retire","51904","김준상","NC","NC","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=51904","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김준태","now","62558","김준태","LG","LG","포수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62558","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김지찬","now","50458","김지찬","SS","삼성","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=50458","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진성","now","75867","김진성","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=75867","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진수","now","51154","김진수","LG","LG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=51154","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진수","retire","98540","김진수","OB","두산","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=98540","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진욱","now","51516","김진욱","LT","롯데","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=51516","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진욱","retire","84214","김진욱","OB","두산","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=84214","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진욱","retire","68701","김진욱","HH","한화","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=68701","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김진호","now","67954","김진호","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67954","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김찬형","retire","66917","김찬형","SK","SSG","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=66917","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김창평","now","69825","김창평","SK","SSG","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=69825","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태경","now","50992","김태경","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=50992","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태군","now","78122","김태군","HT","KIA","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=78122","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태근","retire","69207","김태근","SS","삼성","외야수","우투우타","/Record/Retire/Hitter.aspx?playerId=69207","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태연","now","66704","김태연","HH","한화","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=66704","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태윤","now","54609","김태윤","HT","KIA","투수","우투우타","/Futures/Player/PitcherDetail.aspx?playerId=54609","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태윤","now","52803","김태윤","SK","SSG","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=52803","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태진","now","64984","김태진","WO","키움","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=64984","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태진","retire","62949","김태진","NC","NC","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=62949","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태현","now","67956","김태현","NC","NC","투수","좌투좌타","/Futures/Player/PitcherDetail.aspx?playerId=67956","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태현","now","56809","김태현","SK","SSG","투수","좌투좌타","/Futures/Player/PitcherDetail.aspx?playerId=56809","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태현","retire","55566","김태현","LT","롯데","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=55566","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태형","now","55610","김태형","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55610","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태형","retire","90214","김태형","OB","두산","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=90214","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태형","retire","91153","김태형","LT","롯데","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=91153","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태훈","now","55995","김태훈","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55995","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태훈","now","65040","김태훈","SS","삼성","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=65040","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태훈","now","62360","김태훈","SS","삼성","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=62360","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태훈","retire","60630","김태훈","HT","KIA","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=60630","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김태훈","retire","79847","김태훈","SK","SSG","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=79847","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김택연","now","54263","김택연","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54263","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김택형","now","65343","김택형","SK","SSG","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65343","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김한별","now","50902","김한별","NC","NC","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50902","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김한별","retire","66956","김한별","KT","KT","투수","우투좌타","/Record/Retire/Pitcher.aspx?playerId=66956","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김한중","now","55221","김한중","OB","두산","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55221","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김헌곤","now","61404","김헌곤","SS","삼성","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=61404","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현수","now","56664","김현수","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=56664","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현수","now","69516","김현수","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=69516","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현수","now","76290","김현수","KT","KT","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=76290","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현수","retire","72442","김현수","OB","두산","외야수","우투우타","/Record/Retire/Hitter.aspx?playerId=72442","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현종","now","54166","김현종","LG","LG","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=54166","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김현종","retire","50594","김현종","LT","롯데","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=50594","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김형준","now","68912","김형준","NC","NC","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=68912","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김형준","retire","60469","김형준","SS","삼성","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=60469","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김호령","now","65653","김호령","HT","KIA","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=65653","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김호준","now","68269","김호준","OB","두산","투수","좌투좌타","/Record/Player/PitcherDetail/Basic.aspx?playerId=68269","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"김휘집","now","51344","김휘집","NC","NC","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=51344","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"나균안","now","67539","나균안","LT","롯데","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67539","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"나성범","now","62947","나성범","HT","KIA","외야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62947","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"나승엽","now","51551","나승엽","LT","롯데","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=51551","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"네일","now","54640","네일","HT","KIA","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54640","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"노경은","now","73211","노경은","SK","SSG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=73211","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"노시환","now","69737","노시환","HH","한화","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=69737","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"노진혁","now","62931","노진혁","LT","롯데","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62931","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"데이비슨","now","54944","데이비슨","WO","키움","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=54944","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"데이비슨","retire","55536","데이비슨","LT","롯데","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=55536","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"도태훈","now","66965","도태훈","NC","NC","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=66965","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"디아즈","now","54400","디아즈","SS","삼성","내야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=54400","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"디아즈","retire","78665","디아즈","HT","KIA","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=78665","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"디아즈","retire","73848","디아즈","HH","한화","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=73848","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"라일리","now","55903","라일리","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55903","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"레이예스","now","54529","레이예스","LT","롯데","외야수","우투양타","/Record/Player/HitterDetail/Basic.aspx?playerId=54529","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"레이예스","retire","63857","레이예스","SK","SK","투수","좌투좌타","/Record/Retire/Pitcher.aspx?playerId=63857","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"로건","now","55912","로건","KT","KT","투수","좌투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55912","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"류지혁","now","62234","류지혁","SS","삼성","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62234","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"류진욱","now","65949","류진욱","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=65949","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"류현준","now","54219","류현준","OB","두산","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=54219","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"류현진","now","76715","류현진","HH","한화","투수","좌투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=76715","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"류효승","now","50868","류효승","SK","SSG","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50868","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"리베라토","retire","55703","리베라토","HH","한화","외야수","좌투좌타","/Record/Retire/Hitter.aspx?playerId=55703","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"메르세데스","retire","55342","메르세데스","WO","키움","투수","좌투양타","/Record/Retire/Pitcher.aspx?playerId=55342","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"목지훈","now","53973","목지훈","NC","NC","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=53973","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문동주","now","52701","문동주","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=52701","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문보경","now","69102","문보경","LG","LG","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=69102","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문상철","now","64007","문상철","KT","KT","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64007","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문성주","now","68119","문성주","LG","LG","외야수","좌투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=68119","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문승원","now","62869","문승원","SK","SSG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=62869","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문용익","now","67419","문용익","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67419","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문정빈","now","52121","문정빈","LG","LG","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=52121","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"문현빈","now","53764","문현빈","HH","한화","외야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=53764","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박건우","now","55046","박건우","KT","KT","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=55046","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박건우","now","79215","박건우","NC","NC","외야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=79215","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박건우","now","55509","박건우","LT","롯데","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=55509","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박건우","retire","51645","박건우","HT","KIA","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=51645","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박건우","retire","74363","박건우","LT","롯데","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=74363","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박계범","now","64468","박계범","SS","삼성","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=64468","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박관우","now","55164","박관우","SM","상무","외야수","좌투좌타","/Futures/Player/HitterDetail.aspx?playerId=55164","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박기호","now","54802","박기호","SK","SSG","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=54802","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박동원","now","79365","박동원","LG","LG","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=79365","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박명근","now","53139","박명근","SM","상무","투수","우언우타","/Futures/Player/PitcherDetail.aspx?playerId=53139","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민","now","50657","박민","HT","KIA","내야수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=50657","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민석","now","55004","박민석","KT","KT","외야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=55004","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민석","now","69056","박민석","UL","울산","내야수","우투우타","/Futures/Player/HitterDetail.aspx?playerId=69056","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민석","retire","78243","박민석","NC","NC","투수","우언우타","/Record/Retire/Pitcher.aspx?playerId=78243","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민우","now","62907","박민우","NC","NC","내야수","우투좌타","/Record/Player/HitterDetail/Basic.aspx?playerId=62907","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박민준","now","53204","박민준","OB","두산","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=53204","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박병호","retire","75125","박병호","SS","삼성","내야수","우투우타","/Record/Retire/Hitter.aspx?playerId=75125","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박병호","retire","89630","박병호","HT","해태","포수","우투우타","/Record/Retire/Hitter.aspx?playerId=89630","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박상언","now","66707","박상언","HH","한화","포수","우투우타","/Record/Player/HitterDetail/Basic.aspx?playerId=66707","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박상원","now","67703","박상원","HH","한화","투수","우투우타","/Record/Player/PitcherDetail/Basic.aspx?playerId=67703","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
"박상원","retire","66006","박상원","KT","KT","투수","우투우타","/Record/Retire/Pitcher.aspx?playerId=66006","https://www.koreabaseball.com/ws/Controls.asmx/GetSearchPlayer"
