"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS","SAC","SF","PA_OTHER","SAC_SF_CANDIDATES","SAC_SF_SOURCE","SAC_SF_CONFIDENCE","ISO","K_RATE","BB_RATE","BB_K","XBH","XBH_RATE","HR_RATE","basic_source_url"
"2025","55438","KBO-55438","삼성 라이온즈","심재훈","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55438","0.184","31","43","38","8","7","0","0","0","7","2","3","1","4","0","13","0","0.184","0.262","0","0.446","1","0","0","0","kbo_basic_leaderboard","official","0.000","0.3023","0.0930","0.308","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55440","KBO-55440","삼성 라이온즈","함수호","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55440","0.214","6","14","14","1","3","0","0","0","3","1","0","0","0","0","6","0","0.214","0.214","0","0.428","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.4286","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55502","KBO-55502","롯데 자이언츠","김동현","OF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55502","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55506","KBO-55506","롯데 자이언츠","한승현","OF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55506","0.059","19","19","17","1","1","0","0","0","1","1","1","1","1","0","6","0","0.059","0.105","0","0.164","0","1","0","1","kbo_basic_leaderboard","official","0.000","0.3158","0.0526","0.167","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55509","KBO-55509","롯데 자이언츠","박건우","C","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55509","0.667","6","3","3","1","2","0","0","0","2","1","0","0","0","0","1","0","0.667","0.667","0","1.334","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3333","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55511","KBO-55511","롯데 자이언츠","이태경","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55511","0.000","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","1.0000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55530","KBO-55530","롯데 자이언츠","박찬형","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55530","0.341","48","148","129","21","44","8","2","3","65","19","1","1","11","7","26","1","0.504","0.419","6","0.923","0","1","0","1","kbo_basic_leaderboard","official","0.163","0.1757","0.0743","0.423","13","0.0878","0.0203","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55563","KBO-55563","롯데 자이언츠","박재엽","C","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55563","0.286","9","16","14","2","4","1","0","1","8","3","0","0","2","0","5","0","0.571","0.375","1","0.946","0","0","0","0","kbo_basic_leaderboard","official","0.285","0.3125","0.1250","0.400","2","0.1250","0.0625","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55636","KBO-55636","KIA 타이거즈","박재현","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55636","0.081","58","69","62","11","5","1","0","0","6","3","4","3","6","0","26","0","0.097","0.159","3","0.256","0","1","0","1","kbo_basic_leaderboard","official","0.016","0.3768","0.0870","0.231","1","0.0145","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55637","KBO-55637","KIA 타이거즈","박헌","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55637","0.083","8","14","12","0","1","0","0","0","1","0","0","0","1","1","3","0","0.083","0.214","0","0.297","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2143","0.0714","0.333","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55645","KBO-55645","KIA 타이거즈","위즈덤","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55645","0.236","119","486","424","73","100","20","1","35","227","85","3","0","52","4","142","9","0.535","0.321","13","0.856","0","6","0","6","kbo_basic_leaderboard","official","0.299","0.2922","0.1070","0.366","56","0.1152","0.0720","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55703","KBO-55703","한화 이글스","리베라토","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55703","0.313","62","273","246","41","77","18","2","10","129","39","1","0","23","0","47","3","0.524","0.366","3","0.890","0","4","0","4","kbo_basic_leaderboard","official","0.211","0.1722","0.0842","0.489","30","0.1099","0.0366","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55710","KBO-55710","한화 이글스","이민재","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55710","0.000","3","4","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2500","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55767","KBO-55767","한화 이글스","한지윤","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55767","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55798","KBO-55798","한화 이글스","배승수","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55798","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55832","KBO-55832","SSG 랜더스","이율예","C","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55832","0.231","8","13","13","3","3","0","0","3","12","7","0","0","0","0","6","0","0.923","0.231","2","1.154","0","0","0","0","kbo_basic_leaderboard","official","0.692","0.4615","0.0000","0.000","3","0.2308","0.2308","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55894","KBO-55894","SSG 랜더스","최윤석","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55894","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55897","KBO-55897","SSG 랜더스","홍대인","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55897","0.200","14","5","5","3","1","0","0","0","1","0","1","1","0","0","2","0","0.200","0.200","1","0.400","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.4000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55926","KBO-55926","KIA 타이거즈","정현창","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55926","0.263","16","21","19","4","5","0","0","0","5","0","0","1","2","0","5","0","0.263","0.333","0","0.596","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2381","0.0952","0.400","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55993","KBO-55993","NC 다이노스","장창훈","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55993","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","60523","KBO-60523","롯데 자이언츠","정훈","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=60523","0.216","77","200","185","14","40","11","0","2","57","11","0","0","10","3","40","4","0.308","0.268","2","0.576","2","0","0","0","kbo_basic_leaderboard","official","0.092","0.2000","0.0500","0.250","13","0.0650","0.0100","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","60558","KBO-60558","SSG 랜더스","오태곤","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=60558","0.201","122","229","194","31","39","6","0","5","60","26","25","8","30","1","59","4","0.309","0.310","2","0.619","3","1","0","1","kbo_basic_leaderboard","official","0.108","0.2576","0.1310","0.508","11","0.0480","0.0218","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","61102","KBO-61102","롯데 자이언츠","유강남","C","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=61102","0.274","110","350","303","35","83","18","0","5","116","38","0","0","26","13","66","11","0.383","0.352","2","0.735","3","5","0","5","kbo_basic_leaderboard","official","0.109","0.1886","0.0743","0.394","23","0.0657","0.0143","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","61353","KBO-61353","KIA 타이거즈","고종욱","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=61353","0.296","46","123","115","13","34","2","0","3","45","16","2","1","5","0","17","2","0.391","0.317","0","0.708","0","3","0","3","kbo_basic_leaderboard","official","0.095","0.1382","0.0407","0.294","5","0.0407","0.0244","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","61404","KBO-61404","삼성 라이온즈","김헌곤","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=61404","0.225","77","191","173","21","39","6","0","2","51","11","2","1","11","4","29","4","0.295","0.286","0","0.581","2","1","0","1","kbo_basic_leaderboard","official","0.070","0.1518","0.0576","0.379","8","0.0419","0.0105","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62234","KBO-62234","삼성 라이온즈","류지혁","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62234","0.280","129","464","400","54","112","14","0","1","129","37","11","6","33","13","73","11","0.323","0.351","5","0.674","14","4","0","4","kbo_basic_leaderboard","official","0.043","0.1573","0.0711","0.452","15","0.0323","0.0022","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62244","KBO-62244","NC 다이노스","박세혁","C","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62244","0.163","48","93","86","8","14","3","0","2","23","10","1","0","5","1","28","4","0.267","0.215","3","0.482","0","1","0","1","kbo_basic_leaderboard","official","0.104","0.3011","0.0538","0.179","5","0.0538","0.0215","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62332","KBO-62332","키움 히어로즈","김재현","C","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62332","0.208","62","128","120","12","25","5","0","0","30","5","1","0","1","3","31","1","0.250","0.234","4","0.484","4","0","0","0","kbo_basic_leaderboard","official","0.042","0.2422","0.0078","0.032","5","0.0391","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62404","KBO-62404","삼성 라이온즈","구자욱","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62404","0.319","142","616","529","106","169","43","2","19","273","96","4","1","73","5","91","9","0.516","0.402","3","0.918","1","8","0","8","kbo_basic_leaderboard","official","0.197","0.1477","0.1185","0.802","64","0.1039","0.0308","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62415","KBO-62415","LG 트윈스","박해민","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62415","0.276","144","544","442","80","122","18","2","3","153","43","49","14","68","8","94","7","0.346","0.379","1","0.725","22","4","0","4","kbo_basic_leaderboard","official","0.070","0.1728","0.1250","0.723","23","0.0423","0.0055","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62558","KBO-62558","LG 트윈스","김준태","C","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62558","1.000","2","2","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1.000","1.000","0","2.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.5000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62700","KBO-62700","한화 이글스","하주석","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62700","0.297","95","305","276","34","82","14","0","4","108","28","2","1","12","5","66","10","0.391","0.337","2","0.728","11","1","0","1","kbo_basic_leaderboard","official","0.094","0.2164","0.0393","0.182","18","0.0590","0.0131","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62802","KBO-62802","롯데 자이언츠","박승욱","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62802","0.190","54","92","84","10","16","3","0","0","19","5","1","1","5","1","30","0","0.226","0.244","2","0.470","2","0","0","0","kbo_basic_leaderboard","official","0.036","0.3261","0.0543","0.167","3","0.0326","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62864","KBO-62864","SSG 랜더스","김민식","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62864","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62884","KBO-62884","롯데 자이언츠","최항","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62884","0.167","8","7","6","1","1","0","0","0","1","1","0","0","1","0","4","0","0.167","0.286","1","0.453","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.5714","0.1429","0.250","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62895","KBO-62895","SSG 랜더스","한유섬","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62895","0.273","128","511","455","50","124","24","0","15","193","71","1","0","46","7","120","6","0.424","0.347","2","0.771","1","2","0","2","kbo_basic_leaderboard","official","0.151","0.2348","0.0900","0.383","39","0.0763","0.0294","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62907","KBO-62907","NC 다이노스","박민우","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62907","0.302","117","468","404","64","122","25","8","3","172","67","28","8","44","12","64","5","0.426","0.384","10","0.810","4","4","0","4","kbo_basic_leaderboard","official","0.124","0.1368","0.0940","0.688","36","0.0769","0.0064","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62931","KBO-62931","롯데 자이언츠","노진혁","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62931","0.270","28","69","63","11","17","1","2","1","25","5","0","0","5","1","20","0","0.397","0.333","2","0.730","0","0","0","0","kbo_basic_leaderboard","official","0.127","0.2899","0.0725","0.250","4","0.0580","0.0145","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62934","0.195","56","132","123","10","24","6","0","2","36","13","1","2","7","1","35","2","0.293","0.244","0","0.537","1","0","0","0","kbo_basic_leaderboard","official","0.098","0.2652","0.0530","0.200","8","0.0606","0.0152","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","62947","KBO-62947","KIA 타이거즈","나성범","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=62947","0.268","82","310","261","30","70","16","0","10","116","36","0","0","42","6","79","6","0.444","0.381","0","0.825","0","1","0","1","kbo_basic_leaderboard","official","0.176","0.2548","0.1355","0.532","26","0.0839","0.0323","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63123","KBO-63123","두산 베어스","강승호","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63123","0.236","115","400","360","51","85","19","3","8","134","37","14","3","24","11","113","7","0.372","0.302","9","0.674","2","3","0","3","kbo_basic_leaderboard","official","0.136","0.2825","0.0600","0.212","30","0.0750","0.0200","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63202","KBO-63202","두산 베어스","장승현","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63202","0.000","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63257","KBO-63257","두산 베어스","김인태","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63257","0.213","106","225","183","17","39","10","1","3","60","25","0","1","36","5","57","2","0.328","0.356","1","0.684","0","1","0","1","kbo_basic_leaderboard","official","0.115","0.2533","0.1600","0.632","14","0.0622","0.0133","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63260","0.250","105","337","300","28","75","22","1","3","108","33","2","1","31","2","66","8","0.360","0.321","3","0.681","1","3","0","3","kbo_basic_leaderboard","official","0.110","0.1958","0.0920","0.470","26","0.0772","0.0089","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63722","KBO-63722","KIA 타이거즈","한승택","C","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63722","0.238","15","23","21","3","5","1","0","0","6","0","0","0","1","1","7","1","0.286","0.304","0","0.590","0","0","0","0","kbo_basic_leaderboard","official","0.048","0.3043","0.0435","0.143","1","0.0435","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=63963","0.246","136","456","358","56","88","24","0","6","130","39","5","5","77","11","80","10","0.363","0.393","1","0.756","8","2","0","2","kbo_basic_leaderboard","official","0.117","0.1754","0.1689","0.963","30","0.0658","0.0132","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64004","KBO-64004","KT 위즈","김민혁","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64004","0.287","106","417","380","52","109","12","2","0","125","35","11","3","25","7","41","12","0.329","0.341","2","0.670","4","1","0","1","kbo_basic_leaderboard","official","0.042","0.0983","0.0600","0.610","14","0.0336","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64006","KBO-64006","한화 이글스","심우준","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64006","0.231","94","275","247","39","57","9","1","2","74","22","11","1","17","3","49","4","0.300","0.287","7","0.587","7","1","0","1","kbo_basic_leaderboard","official","0.069","0.1782","0.0618","0.347","12","0.0436","0.0073","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64007","KBO-64007","KT 위즈","문상철","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64007","0.214","79","209","173","22","37","6","1","5","60","20","1","1","25","5","44","3","0.347","0.325","0","0.672","3","3","0","3","kbo_basic_leaderboard","official","0.133","0.2105","0.1196","0.568","12","0.0574","0.0239","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64012","KBO-64012","KT 위즈","송민섭","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","0","","0","0","0","0","kbo_basic_leaderboard","official","","","","","0","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64022","KBO-64022","NC 다이노스","안중열","C","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022","0.143","33","60","49","2","7","3","0","0","10","6","0","0","8","2","15","0","0.204","0.288","2","0.492","1","0","0","0","kbo_basic_leaderboard","official","0.061","0.2500","0.1333","0.533","3","0.0500","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101","0.195","61","138","113","18","22","5","0","3","36","21","1","1","12","7","27","1","0.319","0.306","1","0.625","4","2","0","2","kbo_basic_leaderboard","official","0.124","0.1957","0.0870","0.444","8","0.0580","0.0217","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64115","KBO-64115","KT 위즈","장준원","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115","0.207","73","154","140","10","29","3","0","1","35","11","0","0","8","0","27","5","0.250","0.248","3","0.498","5","1","0","1","kbo_basic_leaderboard","official","0.043","0.1753","0.0519","0.296","4","0.0260","0.0065","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64153","KBO-64153","두산 베어스","양석환","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153","0.248","72","294","262","32","65","16","0","8","105","31","1","0","24","5","82","6","0.401","0.320","4","0.721","0","3","0","3","kbo_basic_leaderboard","official","0.153","0.2789","0.0816","0.293","24","0.0816","0.0272","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64166","KBO-64166","KT 위즈","배정대","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64166","0.204","99","276","240","25","49","11","2","2","70","28","6","3","19","7","65","4","0.292","0.279","1","0.571","7","3","0","3","kbo_basic_leaderboard","official","0.088","0.2355","0.0688","0.292","15","0.0543","0.0072","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64340","KBO-64340","키움 히어로즈","임지열","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64340","0.244","102","417","369","51","90","14","2","11","141","50","13","6","42","2","111","11","0.382","0.322","4","0.704","1","3","0","3","kbo_basic_leaderboard","official","0.138","0.2662","0.1007","0.378","27","0.0647","0.0264","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64346","KBO-64346","키움 히어로즈","임병욱","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64346","0.233","52","140","133","12","31","4","3","2","47","13","1","0","5","0","33","3","0.353","0.259","1","0.612","1","1","0","1","kbo_basic_leaderboard","official","0.120","0.2357","0.0357","0.152","9","0.0643","0.0143","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64468","KBO-64468","두산 베어스","박계범","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64468","0.263","94","198","175","23","46","9","2","1","62","27","3","1","14","1","45","4","0.354","0.319","9","0.673","7","1","0","1","kbo_basic_leaderboard","official","0.091","0.2273","0.0707","0.311","12","0.0606","0.0051","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64504","KBO-64504","KT 위즈","오윤석","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64504","0.256","77","184","156","30","40","8","1","0","50","19","0","0","12","7","41","4","0.321","0.335","1","0.656","8","1","0","1","kbo_basic_leaderboard","official","0.065","0.2228","0.0652","0.293","9","0.0489","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64560","KBO-64560","KIA 타이거즈","이창진","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64560","0.161","37","113","93","11","15","3","0","1","21","9","0","2","16","2","22","2","0.226","0.295","1","0.521","1","1","0","1","kbo_basic_leaderboard","official","0.065","0.1947","0.1416","0.727","4","0.0354","0.0088","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64610","KBO-64610","삼성 라이온즈","강한울","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64610","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64646","KBO-64646","KIA 타이거즈","박찬호","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64646","0.287","134","595","516","75","148","18","2","5","185","42","27","6","62","3","69","7","0.359","0.363","16","0.722","8","6","0","6","kbo_basic_leaderboard","official","0.072","0.1160","0.1042","0.899","25","0.0420","0.0084","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64793","KBO-64793","LG 트윈스","김민수","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64793","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","64984","KBO-64984","키움 히어로즈","김태진","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64984","0.233","94","304","279","27","65","11","2","5","95","25","1","1","20","0","53","6","0.341","0.281","9","0.622","2","3","0","3","kbo_basic_leaderboard","official","0.108","0.1743","0.0658","0.377","18","0.0592","0.0164","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65040","KBO-65040","삼성 라이온즈","김태훈","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65040","0.237","51","98","93","4","22","1","0","2","29","8","1","0","3","0","24","0","0.312","0.260","2","0.572","2","0","0","0","kbo_basic_leaderboard","official","0.075","0.2449","0.0306","0.125","3","0.0306","0.0204","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65115","KBO-65115","LG 트윈스","안익훈","OF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65115","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65132","KBO-65132","삼성 라이온즈","김재성","C","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65132","0.127","43","73","63","3","8","2","0","0","10","4","0","0","6","2","23","0","0.159","0.222","0","0.381","1","1","0","1","kbo_basic_leaderboard","official","0.032","0.3151","0.0822","0.261","2","0.0274","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
