"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS","SAC","SF","PA_OTHER","SAC_SF_CANDIDATES","SAC_SF_SOURCE","SAC_SF_CONFIDENCE","ISO","K_RATE","BB_RATE","BB_K","XBH","XBH_RATE","HR_RATE","basic_source_url"
"2025","52568","KBO-52568","롯데 자이언츠","한태양","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52568","0.274","108","267","230","42","63","14","2","2","87","22","3","2","32","2","69","3","0.378","0.367","7","0.745","3","0","0","0","kbo_basic_leaderboard","official","0.104","0.2584","0.1199","0.464","18","0.0674","0.0075","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52591","KBO-52591","롯데 자이언츠","윤동희","OF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52591","0.282","97","399","330","54","93","21","1","9","143","53","4","2","49","11","65","12","0.433","0.386","3","0.819","3","6","0","6","kbo_basic_leaderboard","official","0.151","0.1629","0.1228","0.754","31","0.0777","0.0226","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52605","KBO-52605","KIA 타이거즈","김도영","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52605","0.309","30","122","110","20","34","9","0","7","64","27","3","0","10","0","23","3","0.582","0.361","5","0.943","0","2","0","2","kbo_basic_leaderboard","official","0.273","0.1885","0.0820","0.435","16","0.1311","0.0574","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52667","KBO-52667","KIA 타이거즈","윤도현","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52667","0.275","40","160","149","24","41","7","2","6","70","17","2","1","8","1","36","1","0.470","0.316","9","0.786","2","0","0","0","kbo_basic_leaderboard","official","0.195","0.2250","0.0500","0.222","15","0.0938","0.0375","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52704","KBO-52704","한화 이글스","이상혁","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52704","0.200","39","12","10","14","2","1","0","0","3","2","3","4","0","1","3","0","0.300","0.273","0","0.573","1","0","0","0","kbo_basic_leaderboard","official","0.100","0.2500","0.0000","0.000","1","0.0833","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52764","KBO-52764","한화 이글스","허인서","C","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52764","0.172","20","30","29","2","5","1","0","0","6","2","0","0","0","1","12","1","0.207","0.200","1","0.407","0","0","0","0","kbo_basic_leaderboard","official","0.035","0.4000","0.0000","0.000","1","0.0333","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52769","KBO-52769","한화 이글스","권광민","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52769","0.167","15","18","18","2","3","1","0","0","4","0","0","0","0","0","5","1","0.222","0.167","0","0.389","0","0","0","0","kbo_basic_leaderboard","official","0.055","0.2778","0.0000","0.000","1","0.0556","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52803","0.500","8","4","2","0","1","0","0","0","1","0","1","1","2","0","0","0","0.500","0.750","0","1.250","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.5000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52804","KBO-52804","SSG 랜더스","석정우","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52804","0.265","27","54","49","3","13","1","0","2","20","4","0","0","4","1","18","1","0.408","0.333","4","0.741","0","0","0","0","kbo_basic_leaderboard","official","0.143","0.3333","0.0741","0.222","3","0.0556","0.0370","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","52807","KBO-52807","SSG 랜더스","임근우","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=52807","0.000","3","5","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53123","KBO-53123","LG 트윈스","오스틴","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53123","0.313","116","499","425","82","133","25","1","31","253","95","3","0","61","2","62","11","0.595","0.393","8","0.988","0","11","0","11","kbo_basic_leaderboard","official","0.282","0.1242","0.1222","0.984","57","0.1142","0.0621","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53144","KBO-53144","LG 트윈스","김범석","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53144","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53204","KBO-53204","두산 베어스","박민준","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53204","0.000","7","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.5000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53305","KBO-53305","키움 히어로즈","박성빈","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53305","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53309","KBO-53309","키움 히어로즈","서유신","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53309","0.000","6","8","7","0","0","0","0","0","0","0","0","0","1","0","4","0","0.000","0.125","1","0.125","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.5000","0.1250","0.250","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53312","KBO-53312","키움 히어로즈","김건희","C","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53312","0.242","105","344","322","24","78","20","2","3","111","25","2","1","13","0","102","10","0.345","0.270","5","0.615","7","2","0","2","kbo_basic_leaderboard","official","0.103","0.2965","0.0378","0.127","25","0.0727","0.0087","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53344","KBO-53344","키움 히어로즈","김동헌","C","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53344","0.268","49","91","82","8","22","3","0","0","25","8","0","0","7","1","23","0","0.305","0.330","1","0.635","0","1","0","1","kbo_basic_leaderboard","official","0.037","0.2527","0.0769","0.304","3","0.0330","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53411","KBO-53411","삼성 라이온즈","박진우","C","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53411","0.000","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53554","KBO-53554","두산 베어스","김민석","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53554","0.228","95","247","228","21","52","7","3","1","68","21","3","2","12","2","62","3","0.298","0.269","6","0.567","2","3","0","3","kbo_basic_leaderboard","official","0.070","0.2510","0.0486","0.194","11","0.0445","0.0040","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53659","KBO-53659","KIA 타이거즈","정해원","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53659","0.075","24","46","40","5","3","0","0","0","3","0","0","0","5","1","14","4","0.075","0.196","1","0.271","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3043","0.1087","0.357","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53764","KBO-53764","한화 이글스","문현빈","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53764","0.320","141","592","528","71","169","30","2","12","239","80","17","6","38","10","82","11","0.453","0.370","3","0.823","5","11","0","11","kbo_basic_leaderboard","official","0.133","0.1385","0.0642","0.463","44","0.0743","0.0203","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","53827","KBO-53827","SSG 랜더스","에레디아","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=53827","0.339","96","415","375","46","127","18","0","13","184","54","1","2","31","7","62","9","0.491","0.398","2","0.889","0","2","0","2","kbo_basic_leaderboard","official","0.152","0.1494","0.0747","0.500","31","0.0747","0.0313","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54097","KBO-54097","KT 위즈","김민석","C","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54097","-","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","0","","0","0","0","0","kbo_basic_leaderboard","official","","","","","0","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54156","KBO-54156","LG 트윈스","손용준","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54156","0.200","9","16","15","3","3","0","0","0","3","1","1","0","0","1","5","2","0.200","0.250","1","0.450","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3125","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54166","KBO-54166","LG 트윈스","김현종","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54166","0.400","10","6","5","3","2","1","0","0","3","0","0","0","1","0","1","1","0.600","0.500","0","1.100","0","0","0","0","kbo_basic_leaderboard","official","0.200","0.1667","0.1667","1.000","1","0.1667","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54205","KBO-54205","두산 베어스","여동건","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54205","0.105","19","21","19","6","2","0","0","0","2","2","0","1","2","0","2","1","0.105","0.190","1","0.295","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0952","0.0952","1.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54214","KBO-54214","두산 베어스","전다민","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54214","0.083","22","12","12","5","1","0","0","0","1","0","3","0","0","0","0","1","0.083","0.083","1","0.166","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54219","KBO-54219","두산 베어스","류현준","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54219","0.136","17","22","22","2","3","0","0","0","3","1","0","0","0","0","6","1","0.136","0.136","1","0.272","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2727","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54236","KBO-54236","두산 베어스","임종성","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54236","0.277","33","89","83","7","23","4","0","2","33","11","1","0","3","1","26","1","0.398","0.307","2","0.705","1","1","0","1","kbo_basic_leaderboard","official","0.121","0.2921","0.0337","0.115","6","0.0674","0.0225","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54305","KBO-54305","키움 히어로즈","이재상","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54305","0.500","2","2","2","0","1","0","0","0","1","0","0","0","0","0","1","0","0.500","0.500","1","1.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.5000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54307","KBO-54307","키움 히어로즈","원성준","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54307","0.174","24","53","46","5","8","1","0","2","15","4","0","0","7","0","18","1","0.326","0.283","0","0.609","0","0","0","0","kbo_basic_leaderboard","official","0.152","0.3396","0.1321","0.389","3","0.0566","0.0377","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54344","KBO-54344","키움 히어로즈","고영우","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54344","0.217","14","26","23","4","5","1","0","0","6","2","0","0","2","0","6","2","0.261","0.280","2","0.541","1","0","0","0","kbo_basic_leaderboard","official","0.044","0.2308","0.0769","0.333","1","0.0385","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54394","KBO-54394","키움 히어로즈","송지후","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54394","0.175","33","86","80","5","14","3","0","1","20","8","0","1","3","2","18","3","0.250","0.221","2","0.471","0","1","0","1","kbo_basic_leaderboard","official","0.075","0.2093","0.0349","0.167","4","0.0465","0.0116","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54400","KBO-54400","삼성 라이온즈","디아즈","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54400","0.314","144","628","551","93","173","32","0","50","355","158","1","0","60","6","100","15","0.644","0.381","4","1.025","0","11","0","11","kbo_basic_leaderboard","official","0.330","0.1592","0.0955","0.600","82","0.1306","0.0796","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54408","KBO-54408","삼성 라이온즈","양도근","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54408","0.259","116","198","166","23","43","5","0","0","48","16","5","1","18","2","41","3","0.289","0.337","5","0.626","11","1","0","1","kbo_basic_leaderboard","official","0.030","0.2071","0.0909","0.439","5","0.0253","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54444","KBO-54444","키움 히어로즈","카디네스","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54444","0.253","86","361","320","33","81","15","1","7","119","42","1","2","32","6","67","7","0.372","0.330","4","0.702","0","3","0","3","kbo_basic_leaderboard","official","0.119","0.1856","0.0886","0.478","23","0.0637","0.0194","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54506","KBO-54506","롯데 자이언츠","강승구","C","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54506","0.000","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54507","KBO-54507","롯데 자이언츠","백두산","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54507","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54529","KBO-54529","롯데 자이언츠","레이예스","OF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54529","0.326","144","643","573","75","187","44","1","13","272","107","7","1","58","3","66","25","0.475","0.386","2","0.861","0","9","0","9","kbo_basic_leaderboard","official","0.149","0.1026","0.0902","0.879","58","0.0902","0.0202","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54598","KBO-54598","롯데 자이언츠","이호준","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54598","0.242","99","153","132","20","32","7","4","3","56","23","1","0","14","3","33","3","0.424","0.327","10","0.751","3","1","0","1","kbo_basic_leaderboard","official","0.182","0.2157","0.0915","0.424","14","0.0915","0.0196","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54706","KBO-54706","한화 이글스","이승현","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54706","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54795","KBO-54795","한화 이글스","황영묵","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54795","0.273","117","286","260","40","71","17","1","1","93","22","1","3","20","2","37","4","0.358","0.329","6","0.687","2","1","1","1","kbo_basic_leaderboard","official","0.085","0.1294","0.0699","0.541","19","0.0664","0.0035","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54805","KBO-54805","SSG 랜더스","박지환","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54805","0.150","31","68","60","3","9","0","0","0","9","4","0","1","4","0","19","1","0.150","0.200","5","0.350","3","1","0","1","kbo_basic_leaderboard","official","0.000","0.2794","0.0588","0.211","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54806","KBO-54806","SSG 랜더스","이승민","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54806","0.200","2","5","5","0","1","0","0","0","1","0","0","0","0","0","2","0","0.200","0.200","0","0.400","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.4000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54810","KBO-54810","SSG 랜더스","김규민","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54810","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54812","KBO-54812","SSG 랜더스","정준재","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54812","0.245","132","442","371","58","91","10","3","0","107","25","37","8","51","3","93","4","0.288","0.340","9","0.628","16","1","0","1","kbo_basic_leaderboard","official","0.043","0.2104","0.1154","0.548","13","0.0294","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54905","KBO-54905","NC 다이노스","김세훈","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54905","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54908","KBO-54908","NC 다이노스","고승완","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54908","0.200","17","11","10","5","2","0","0","0","2","0","2","1","1","0","5","0","0.200","0.273","0","0.473","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.4545","0.0909","0.200","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","54944","KBO-54944","NC 다이노스","데이비슨","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54944","0.293","112","439","386","63","113","18","0","36","239","97","1","0","31","8","118","10","0.619","0.346","2","0.965","0","14","0","14","kbo_basic_leaderboard","official","0.326","0.2688","0.0706","0.263","54","0.1230","0.0820","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55004","KBO-55004","KT 위즈","박민석","OF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55004","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55005","KBO-55005","KT 위즈","오서진","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55005","-","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","1","","0","0","0","0","kbo_basic_leaderboard","official","","","","","0","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55013","KBO-55013","KT 위즈","스티븐슨","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55013","0.262","39","168","149","26","39","12","0","3","60","14","2","0","14","4","43","2","0.403","0.341","2","0.744","1","0","0","0","kbo_basic_leaderboard","official","0.141","0.2560","0.0833","0.326","15","0.0893","0.0179","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55100","KBO-55100","LG 트윈스","이한림","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55100","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55160","KBO-55160","LG 트윈스","서영준","OF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55160","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55164","KBO-55164","LG 트윈스","박관우","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55164","0.264","39","58","53","12","14","2","0","2","22","13","0","0","3","1","11","1","0.415","0.310","1","0.725","0","1","0","1","kbo_basic_leaderboard","official","0.151","0.1897","0.0517","0.273","4","0.0690","0.0345","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55165","KBO-55165","LG 트윈스","이태훈","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55165","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55208","KBO-55208","두산 베어스","케이브","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55208","0.299","136","593","538","72","161","28","6","16","249","87","17","1","43","4","116","7","0.463","0.351","2","0.814","0","8","0","8","kbo_basic_leaderboard","official","0.164","0.1956","0.0725","0.371","50","0.0843","0.0270","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55216","KBO-55216","두산 베어스","김성재","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55216","0.000","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55224","KBO-55224","두산 베어스","이선우","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55224","0.182","10","11","11","0","2","1","0","0","3","0","0","0","0","0","2","0","0.273","0.182","1","0.455","0","0","0","0","kbo_basic_leaderboard","official","0.091","0.1818","0.0000","0.000","1","0.0909","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55226","KBO-55226","두산 베어스","김준상","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55226","0.200","9","17","15","1","3","1","0","0","4","0","0","0","0","1","8","0","0.267","0.250","0","0.517","1","0","0","0","kbo_basic_leaderboard","official","0.067","0.4706","0.0000","0.000","1","0.0588","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55252","KBO-55252","두산 베어스","박준순","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55252","0.284","91","298","282","34","80","11","2","4","107","19","10","2","10","1","56","6","0.379","0.307","24","0.686","2","3","0","3","kbo_basic_leaderboard","official","0.095","0.1879","0.0336","0.179","17","0.0570","0.0134","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55339","KBO-55339","키움 히어로즈","염승원","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55339","0.211","11","21","19","2","4","0","0","0","4","1","0","0","1","0","6","0","0.211","0.238","0","0.449","0","1","0","1","kbo_basic_leaderboard","official","0.000","0.2857","0.0476","0.167","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55370","KBO-55370","키움 히어로즈","양현종","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55370","0.083","12","14","12","1","1","0","0","0","1","0","0","0","2","0","5","0","0.083","0.214","1","0.297","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3571","0.1429","0.400","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55371","KBO-55371","키움 히어로즈","권혁빈","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55371","0.100","22","24","20","1","2","0","0","0","2","1","0","0","2","0","7","1","0.100","0.182","0","0.282","2","0","0","0","kbo_basic_leaderboard","official","0.000","0.2917","0.0833","0.286","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55392","KBO-55392","키움 히어로즈","어준서","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55392","0.238","116","360","324","48","77","9","1","6","106","27","1","0","30","2","75","10","0.327","0.305","29","0.632","3","1","0","1","kbo_basic_leaderboard","official","0.089","0.2083","0.0833","0.400","16","0.0444","0.0167","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55393","KBO-55393","키움 히어로즈","여동욱","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55393","0.132","28","61","53","6","7","1","0","2","14","2","0","0","7","0","21","2","0.264","0.233","4","0.497","1","0","0","0","kbo_basic_leaderboard","official","0.132","0.3443","0.1148","0.333","3","0.0492","0.0328","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55397","KBO-55397","키움 히어로즈","전태현","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55397","0.231","77","207","182","20","42","5","0","0","47","10","4","0","20","0","59","2","0.258","0.304","4","0.562","3","2","0","2","kbo_basic_leaderboard","official","0.027","0.2850","0.0966","0.339","5","0.0242","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","55435","KBO-55435","삼성 라이온즈","차승준","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=55435","0.000","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.0000","0.0000","","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
