"snapshot_date","kbo_player_id","player_uid","team","name","profile_name","position_group","position_name","birth_date","age","bats_throws","height_cm","weight_kg","career","is_rookie","is_foreign","membership_source","last_movement_date","last_movement_type","source_note","source_url"
"2025-10-31","76232","KBO-76232","두산 베어스","양의지","양의지","C","포수","1987-06-05","38","우투우타","180","95","송정동초-무등중-진흥고-두산-경찰-두산-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=76232"
"2025-10-31","63202","KBO-63202","두산 베어스","장승현","장승현","C","포수","1994-03-07","31","우투우타","184","86","인천서림초-동산중-제물포고-두산-경찰-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63202"
"2025-10-31","63123","KBO-63123","두산 베어스","강승호","강승호","IF","내야수","1994-02-09","31","우투우타","178","88","순천북초-천안북중-북일고-LG-경찰-LG-SK","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63123"
"2025-10-31","52267","KBO-52267","두산 베어스","김동준","김동준","IF","내야수","2002-09-04","23","좌투좌타","193","100","군산신풍초-군산중-군산상고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52267"
"2025-10-31","65269","KBO-65269","두산 베어스","김민혁","김민혁","IF","내야수","1996-05-03","29","우투우타","188","100","광주대성초-광주동성중-광주동성고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65269"
"2025-10-31","55226","KBO-55226","두산 베어스","김준상","김준상","IF","내야수","2004-08-02","21","우투좌타","184","75","부천상일초(부천원미리틀)-모가중-유신고-동의과학대","0","0","movement","2025-05-28","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55226"
"2025-10-31","64468","KBO-64468","두산 베어스","박계범","박계범","IF","내야수","1996-01-11","29","우투우타","177","84","순천북초-순천이수중-효천고-삼성-상무-삼성-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64468"
"2025-10-31","55252","KBO-55252","두산 베어스","박준순","박준순","IF","내야수","2006-07-13","19","우투우타","180","80","배봉초(동대문구리틀)-청량중-덕수고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55252"
"2025-10-31","66928","KBO-66928","두산 베어스","박준영","박준영","IF","내야수","1997-08-05","28","우투우타","180","90","서울도곡초(남양주리틀)-잠신중-경기고-NC-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66928"
"2025-10-31","50204","KBO-50204","두산 베어스","박지훈","박지훈","IF","내야수","2000-09-07","25","우투우타","183","80","김해삼성초-경남중-마산고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50204"
"2025-10-31","51203","KBO-51203","두산 베어스","안재석","안재석","IF","내야수","2002-02-15","23","우투좌타","185","75","성내초(강동구리틀)-배재중-서울고","0","0","movement","2025-07-22","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51203"
"2025-10-31","64153","KBO-64153","두산 베어스","양석환","양석환","IF","내야수","1991-07-15","34","우투우타","185","90","백운초-신일중-신일고-동국대-LG-상무-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64153"
"2025-10-31","54205","KBO-54205","두산 베어스","여동건","여동건","IF","내야수","2005-08-04","20","우투우타","175","75","가동초-자양중-서울고-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54205"
"2025-10-31","50208","KBO-50208","두산 베어스","오명진","오명진","IF","내야수","2001-09-04","24","우투좌타","179","79","대전신흥초-한밭중-세광고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50208"
"2025-10-31","55224","KBO-55224","두산 베어스","이선우","이선우","IF","내야수","2006-04-04","19","우투좌타","182","80","일산신일초(일산서구리틀)-충암중-충암고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55224"
"2025-10-31","67207","KBO-67207","두산 베어스","이유찬","이유찬","IF","내야수","1998-08-05","27","우투우타","175","68","동막초-천안북중-북일고-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67207"
"2025-10-31","54236","KBO-54236","두산 베어스","임종성","임종성","IF","내야수","2005-03-03","20","우투우타","183","90","본리초-대구중-경북고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54236"
"2025-10-31","51269","KBO-51269","두산 베어스","강현구","강현구","OF","외야수","2002-06-16","23","우투우타","186","98","서울도림초(인천남동구리틀)-동산중-인천고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51269"
"2025-10-31","69238","KBO-69238","두산 베어스","김대한","김대한","OF","외야수","2000-12-06","24","우투우타","185","83","숭인초(강북구리틀)-덕수중-휘문고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69238"
"2025-10-31","53554","KBO-53554","두산 베어스","김민석","김민석","OF","외야수","2004-05-09","21","우투좌타","185","83","신도초-휘문중-휘문고-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=53554"
"2025-10-31","63257","KBO-63257","두산 베어스","김인태","김인태","OF","외야수","1994-07-03","31","좌투좌타","178","78","포항제철서초-천안북중-북일고-두산-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63257"
"2025-10-31","78224","KBO-78224","두산 베어스","김재환","김재환","OF","외야수","1988-09-22","37","우투좌타","184","98","영랑초-상인천중-인천고-두산-상무-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78224"
"2025-10-31","54214","KBO-54214","두산 베어스","전다민","전다민","OF","외야수","2001-08-21","24","우투좌타","177","75","길동초-청원중-설악고-강릉영동대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54214"
"2025-10-31","79231","KBO-79231","두산 베어스","정수빈","정수빈","OF","외야수","1990-10-07","35","좌투좌타","175","70","수원신곡초-수원북중-유신고-두산-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79231"
"2025-10-31","66209","KBO-66209","두산 베어스","조수행","조수행","OF","외야수","1993-08-30","32","우투좌타","178","73","노암초-경포중-강릉고-건국대-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66209"
"2025-10-31","52208","KBO-52208","두산 베어스","천현재","천현재","OF","외야수","1999-07-05","26","우투좌타","183","90","연제초(부산남구리틀)-신정중-부경고-성균관대","0","0","movement","2025-09-16","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52208"
"2025-10-31","68362","KBO-68362","두산 베어스","추재현","추재현","OF","외야수","1999-02-22","26","좌투좌타","178","85","경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68362"
"2025-10-31","55208","KBO-55208","두산 베어스","케이브","케이브","OF","외야수","1992-12-04","32","좌투좌타","183","90","미국 Kecoughtan(고)-두산","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55208"
"2025-10-31","66233","KBO-66233","두산 베어스","홍성호","홍성호","OF","외야수","1997-07-15","28","우투좌타","187","98","인헌초-선린중-선린인터넷고","0","0","movement","2025-09-09","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66233"
"2025-10-31","72523","KBO-72523","두산 베어스","고효준","고효준","P","투수","1983-02-08","42","좌투좌타","179","81","서원초-세광중-세광고-롯데-SK-KIA-롯데-LG-SSG-두산","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=72523"
"2025-10-31","68220","KBO-68220","두산 베어스","곽빈","곽빈","P","투수","1999-05-28","26","우투우타","187","95","서울학동초-자양중-배명고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68220"
"2025-10-31","67246","KBO-67246","두산 베어스","김명신","김명신","P","투수","1993-11-29","31","우투우타","178","90","남도초-대구중-경북고-경성대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67246"
"2025-10-31","68200","KBO-68200","두산 베어스","김민규","김민규","P","투수","1999-05-07","26","우투좌타","183","90","장평초(광진구리틀)-잠신중-휘문고-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68200"
"2025-10-31","53262","KBO-53262","두산 베어스","김유성","김유성","P","투수","2002-01-01","23","우투우타","190","98","김해삼성초-내동중-김해고-고려대(얼리 드래프트)","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53262"
"2025-10-31","68830","KBO-68830","두산 베어스","김정우","김정우","P","투수","1999-05-15","26","우투우타","183","87","소래초-동산중-동산고-SK-상무-SSG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68830"
"2025-10-31","54263","KBO-54263","두산 베어스","김택연","김택연","P","투수","2005-06-03","20","우투우타","181","88","동막초-상인천중-인천고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54263"
"2025-10-31","55221","KBO-55221","두산 베어스","김한중","김한중","P","투수","2004-11-03","20","우투우타","183","89","고명초-덕수중-경기상고-여주대","0","0","movement","2025-07-04","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55221"
"2025-10-31","68269","KBO-68269","두산 베어스","김호준","김호준","P","투수","1998-05-17","27","좌투좌타","180","82","원주일산초-성남성일중-안산공고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68269"
"2025-10-31","68249","KBO-68249","두산 베어스","박신지","박신지","P","투수","1999-07-16","26","우투우타","185","75","목암초(의정부리틀)-영동중-경기고-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68249"
"2025-10-31","65639","KBO-65639","두산 베어스","박정수","박정수","P","투수","1996-01-29","29","우언좌타","178","74","서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65639"
"2025-10-31","54213","KBO-54213","두산 베어스","박지호","박지호","P","투수","2003-07-02","22","좌투좌타","181","99","부성초(천안유소년리틀)-모가중-장안고-동강대-두산-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54213"
"2025-10-31","67266","KBO-67266","두산 베어스","박치국","박치국","P","투수","1998-03-10","27","우언우타","177","78","인천숭의초-인천신흥중-제물포고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67266"
"2025-10-31","55215","KBO-55215","두산 베어스","양재훈","양재훈","P","투수","2003-05-01","22","우투우타","186","89","부산수영초-사직중-개성고-동의과학대","0","0","movement","2025-05-15","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55215"
"2025-10-31","52202","KBO-52202","두산 베어스","윤태호","윤태호","P","투수","2003-10-10","22","우투우타","190","88","상인천초-동인천중-인천고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52202"
"2025-10-31","69205","KBO-69205","두산 베어스","이교훈","이교훈","P","투수","2000-05-29","25","좌투좌타","181","83","구리초(남양주리틀)-청원중-서울고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69205"
"2025-10-31","52204","KBO-52204","두산 베어스","이병헌","이병헌","P","투수","2003-06-04","22","좌투좌타","183","95","역삼초-영동중-서울고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52204"
"2025-10-31","64805","KBO-64805","두산 베어스","이승진","이승진","P","투수","1995-01-07","30","우투우타","186","86","수원신곡초-매송중-야탑고-상무-SK-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=64805"
"2025-10-31","66291","KBO-66291","두산 베어스","이영하","이영하","P","투수","1997-11-01","27","우투우타","192","91","영일초-강남중-선린인터넷고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=66291"
"2025-10-31","55239","KBO-55239","두산 베어스","잭로그","잭로그","P","투수","1996-04-23","29","좌투좌타","183","84","미국 Archbishop Moeller(고)-미국 Kentucky(대)","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55239"
"2025-10-31","50211","KBO-50211","두산 베어스","제환유","제환유","P","투수","2000-09-30","25","우투좌타","183","76","둔산초-공주중-공주고","0","0","movement","2025-05-16","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50211"
"2025-10-31","55268","KBO-55268","두산 베어스","최민석","최민석","P","투수","2006-07-02","19","우투우타","188","84","중대초-양천중-서울고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55268"
"2025-10-31","51264","KBO-51264","두산 베어스","최승용","최승용","P","투수","2001-05-11","24","좌투좌타","190","87","양오초-모가중-소래고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51264"
"2025-10-31","67263","KBO-67263","두산 베어스","최원준","최원준","P","투수","1994-12-21","30","우언우타","182","91","수유초-신일중-신일고-동국대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67263"
"2025-10-31","50206","KBO-50206","두산 베어스","최종인","최종인","P","투수","2001-05-01","24","우투우타","185","84","해강초-센텀중-부산고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50206"
"2025-10-31","53259","KBO-53259","두산 베어스","최준호","최준호","P","투수","2004-06-03","21","우투우타","188","90","온양온천초-온양중-북일고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53259"
"2025-10-31","52206","KBO-52206","두산 베어스","최지강","최지강","P","투수","2001-07-23","24","우투좌타","180","88","광주서석초-광주동성중-광주동성고-강릉영동대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52206"
"2025-10-31","55257","KBO-55257","두산 베어스","콜어빈","콜어빈","P","투수","1994-01-31","31","좌투좌타","193","102","미국 Servite(고)-미국 Oregon(대)-두산","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55257"
"2025-10-31","61643","KBO-61643","두산 베어스","홍건희","홍건희","P","투수","1992-09-29","33","우투우타","187","97","화순초-화순중-화순고-KIA-상무-KIA-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61643"
"2025-10-31","55267","KBO-55267","두산 베어스","홍민규","홍민규","P","투수","2006-09-11","19","우투좌타","183","87","서울논현초(용산구리틀)-대원중-야탑고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55267"
"2025-10-31","55258","KBO-55258","두산 베어스","황희천","황희천","P","투수","2006-11-06","18","좌투좌타","190","93","부산수영초-개성중-충암고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55258"
"2025-10-31","54506","KBO-54506","롯데 자이언츠","강승구","강승구","C","포수","2003-10-19","22","우투우타","180","83","동막초-상인천중-제물포고-강릉영동대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54506"
"2025-10-31","55509","KBO-55509","롯데 자이언츠","박건우","박건우","C","포수","2003-02-01","22","우투우타","183","92","성동초-건대부중-장충고-고려대","0","0","movement","2025-09-09","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55509"
"2025-10-31","55563","KBO-55563","롯데 자이언츠","박재엽","박재엽","C","포수","2006-01-23","19","우투우타","184","92","부산대연초-개성중-부산고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55563"
"2025-10-31","54507","KBO-54507","롯데 자이언츠","백두산","백두산","C","포수","2001-05-20","24","우투우타","180","95","부산수영초-대천중-개성고-동의대-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54507"
"2025-10-31","51528","KBO-51528","롯데 자이언츠","손성빈","손성빈","C","포수","2002-01-14","23","우투우타","186","92","희망대초-경기신흥중-장안고-롯데-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51528"
"2025-10-31","61102","KBO-61102","롯데 자이언츠","유강남","유강남","C","포수","1992-07-15","33","우투우타","182","88","청원초-휘문중-서울고-LG-상무-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61102"
"2025-10-31","68518","KBO-68518","롯데 자이언츠","정보근","정보근","C","포수","1999-08-31","26","우투우타","175","94","부산수영초-경남중-경남고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68518"
"2025-10-31","69517","KBO-69517","롯데 자이언츠","고승민","고승민","IF","내야수","2000-08-11","25","우투좌타","189","92","군산신풍초-천안북중-북일고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69517"
"2025-10-31","77564","KBO-77564","롯데 자이언츠","김민성","김민성","IF","내야수","1988-12-17","36","우투우타","181","94","고명초-잠신중-덕수정보고-(영남사이버대)-롯데-히어로즈-키움-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=77564"
"2025-10-31","52514","KBO-52514","롯데 자이언츠","김세민","김세민","IF","내야수","2003-06-14","22","우투우타","183","78","강릉중앙초-하슬라중-강릉고","0","0","movement","2025-09-05","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52514"
"2025-10-31","51551","KBO-51551","롯데 자이언츠","나승엽","나승엽","IF","내야수","2002-02-15","23","우투좌타","190","82","남정초-선린중-덕수고-롯데-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51551"
"2025-10-31","62931","KBO-62931","롯데 자이언츠","노진혁","노진혁","IF","내야수","1989-07-15","36","우투좌타","184","80","광주대성초-광주동성중-광주동성고-성균관대-NC-상무-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62931"
"2025-10-31","62802","KBO-62802","롯데 자이언츠","박승욱","박승욱","IF","내야수","1992-12-04","32","우투좌타","184","83","칠성초-경복중-대구상원고-SK-KT","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62802"
"2025-10-31","55530","KBO-55530","롯데 자이언츠","박찬형","박찬형","IF","내야수","2002-10-17","23","우투좌타","175","78","중대초-언북중-배재고","0","0","movement","2025-06-18","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55530"
"2025-10-31","50150","KBO-50150","롯데 자이언츠","손호영","손호영","IF","외야수","1994-08-23","31","우투우타","182","88","의왕부곡초-평촌중-충훈고-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50150"
"2025-10-31","69508","KBO-69508","롯데 자이언츠","신윤후","신윤후","IF","외야수","1996-01-05","29","우투우타","177","77","무학초-마산중-마산고-동의대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69508"
"2025-10-31","55511","KBO-55511","롯데 자이언츠","이태경","이태경","IF","내야수","2002-11-24","22","우투우타","176","77","광주송정동초-무등중-광주제일고-한일장신대-롯데-상무","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55511"
"2025-10-31","54598","KBO-54598","롯데 자이언츠","이호준","이호준","IF","내야수","2004-03-20","21","우투좌타","172","72","대구옥산초-대구경운중-대구상원고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54598"
"2025-10-31","68205","KBO-68205","롯데 자이언츠","전민재","전민재","IF","내야수","1999-06-30","26","우투우타","181","73","천안남산초-천안북중-대전고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68205"
"2025-10-31","60523","KBO-60523","롯데 자이언츠","정훈","정훈","IF","내야수","1987-07-18","38","우투우타","180","85","양덕초-마산동중-용마고-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=60523"
"2025-10-31","62884","KBO-62884","롯데 자이언츠","최항","최항","IF","내야수","1994-01-03","31","우투좌타","183","88","대일초-매송중-유신고-SK-SSG-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62884"
"2025-10-31","52568","KBO-52568","롯데 자이언츠","한태양","한태양","IF","내야수","2003-09-15","22","우투우타","181","76","역삼초-언북중-덕수고-롯데-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52568"
"2025-10-31","52504","KBO-52504","롯데 자이언츠","김동혁","김동혁","OF","외야수","2000-09-15","25","좌투좌타","177","77","서화초-상인천중-제물포고-강릉영동대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52504"
"2025-10-31","55502","KBO-55502","롯데 자이언츠","김동현","김동현","OF","외야수","2004-12-30","20","우투좌타","185","100","인천병방초(인천서구리틀)-재능중-제물포고-부산과학기술대","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55502"
"2025-10-31","54529","KBO-54529","롯데 자이언츠","레이예스","레이예스","OF","외야수","1994-10-05","31","우투양타","196","87","베네수엘라 Dr. Felipe Guevara(고)","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54529"
"2025-10-31","52591","KBO-52591","롯데 자이언츠","윤동희","윤동희","OF","외야수","2003-09-18","22","우투우타","187","85","현산초-대원중-야탑고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52591"
"2025-10-31","50608","KBO-50608","롯데 자이언츠","이인한","이인한","OF","외야수","1998-12-24","26","우투우타","183","95","대성초-심석중-강릉고-강릉영동대-KIA","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50608"
"2025-10-31","68507","KBO-68507","롯데 자이언츠","장두성","장두성","OF","외야수","1999-09-16","26","우투좌타","176","75","축현초-재능중-동산고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68507"
"2025-10-31","78513","KBO-78513","롯데 자이언츠","전준우","전준우","OF","외야수","1986-02-25","39","우투우타","184","98","흥무초-경주중-경주고-건국대-롯데-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78513"
"2025-10-31","52516","KBO-52516","롯데 자이언츠","조세진","조세진","OF","외야수","2003-11-21","21","우투우타","181","86","장안초(성남중원구리틀)-선린중-서울고-롯데-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52516"
"2025-10-31","55506","KBO-55506","롯데 자이언츠","한승현","한승현","OF","외야수","2006-10-29","19","우투우타","183","80","신양초(강동구리틀)-건대부중-장충고","0","0","movement","2025-06-05","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55506"
"2025-10-31","50500","KBO-50500","롯데 자이언츠","황성빈","황성빈","OF","외야수","1997-12-19","27","우투좌타","172","76","관산초-안산중앙중-소래고-경남대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50500"
"2025-10-31","55532","KBO-55532","롯데 자이언츠","감보아","감보아","P","투수","1997-01-17","28","좌투양타","185","92","미국 Fresno City(대)-롯데","0","1","movement","2025-05-20","소속선수 추가 등록","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55532"
"2025-10-31","63543","KBO-63543","롯데 자이언츠","구승민","구승민","P","투수","1990-06-12","35","우투우타","182","86","동일초(도봉구리틀)-청원중-청원고-홍익대-롯데-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63543"
"2025-10-31","65522","KBO-65522","롯데 자이언츠","김강현","김강현","P","투수","1995-02-27","30","우투좌타","177","84","고명초-청원중-청원고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65522"
"2025-10-31","68585","KBO-68585","롯데 자이언츠","김도규","김도규","P","투수","1998-07-11","27","우투우타","192","107","고봉초(일산서구리틀)-충암중-안산공고-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68585"
"2025-10-31","76430","KBO-76430","롯데 자이언츠","김상수","김태혁","P","투수","1988-01-02","37","우투우타","180","88","신자초(자이언츠리틀)-자양중-신일고-(방송통신대)-삼성-히어로즈-상무-히어로즈-키움-SK-SSG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=76430"
"2025-10-31","62528","KBO-62528","롯데 자이언츠","김원중","김원중","P","투수","1993-06-14","32","우투좌타","192","96","학강초-광주동성중-광주동성고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=62528"
"2025-10-31","51516","KBO-51516","롯데 자이언츠","김진욱","김진욱","P","투수","2002-07-05","23","좌투좌타","185","90","수원신곡초-춘천중-강릉고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51516"
