"draft_year","event_date","overall_pick","round","team","name","position_group","position_name","school","is_early_draft","source_url"
"2025","2024-09-11","15","2","KIA 타이거즈","이호민","P","투수","전주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","16","2","두산 베어스","최민석","P","투수","서울고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","17","2","NC 다이노스","김태훈","P","투수","소래고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","18","2","SSG 랜더스","신지환","P","투수","성남고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","19","2","KT 위즈","박건우","P","투수","충암고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","20","2","LG 트윈스","추세현","IF","내야수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","21","3","키움 히어로즈","어준서","IF","내야수","경기고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","22","3","한화 이글스","한지윤","C","포수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","23","3","삼성 라이온즈","차승준","IF","내야수","마산용마고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","24","3","롯데 자이언츠","김현우","P","투수","야탑고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","25","3","KIA 타이거즈","박재현","OF","외야수","인천고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","26","3","두산 베어스","홍민규","P","투수","야탑고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","27","3","키움 히어로즈","여동욱","IF","내야수","대구상원고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","28","3","키움 히어로즈","박정훈","P","투수","비봉고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","29","3","KT 위즈","김재원","P","투수","장충고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","30","3","LG 트윈스","이한림","C","포수","전주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","31","4","키움 히어로즈","윤현","P","투수","경기고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","32","4","한화 이글스","배승수","IF","내야수","덕수고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","33","4","삼성 라이온즈","함수호","OF","외야수","대구상원고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","34","4","롯데 자이언츠","박재엽","C","포수","부산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","35","4","KIA 타이거즈","양수호","P","투수","공주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","36","4","두산 베어스","황희천","P","투수","충암고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","37","4","NC 다이노스","홍재문","P","투수","동의과학대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","38","4","SSG 랜더스","천범석","P","투수","강릉고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","39","4","KT 위즈","박준혁","P","투수","휘문고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","40","4","LG 트윈스","이태훈","IF","내야수","경동고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","41","5","키움 히어로즈","전태현","IF","내야수","마산용마고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","42","5","한화 이글스","이동영","P","투수","대구상원고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","43","5","삼성 라이온즈","권현우","P","투수","광주제일고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","44","5","LG 트윈스","서영준","OF","외야수","전주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","45","5","KIA 타이거즈","김정엽","P","투수","부산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","46","5","두산 베어스","이선우","IF","내야수","충암고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","47","5","NC 다이노스","유재현","IF","내야수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","48","5","SSG 랜더스","이원준","OF","외야수","부산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","49","5","KT 위즈","박민석","OF","외야수","덕수고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","50","5","LG 트윈스","박관우","OF","외야수","경북고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","51","6","키움 히어로즈","양현종","IF","내야수","대구고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","52","6","한화 이글스","박상현","P","투수","안산공업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","53","6","삼성 라이온즈","이진용","OF","외야수","북일고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","54","6","롯데 자이언츠","김동현","OF","외야수","부산과학기술대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","55","6","KIA 타이거즈","최건희","P","투수","강릉영동대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","56","6","두산 베어스","한다현","IF","내야수","라온고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","57","6","NC 다이노스","이세민","P","투수","대구상원고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","58","6","SSG 랜더스","최윤석","IF","내야수","전주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","59","6","KT 위즈","오서진","IF","내야수","유신고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","60","6","LG 트윈스","박시원","P","투수","경남고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","61","7","키움 히어로즈","권혁빈","IF","내야수","대구고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","62","7","한화 이글스","이지성","IF","내야수","라온고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","63","7","삼성 라이온즈","홍준영","P","투수","동원과학기술대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","64","7","롯데 자이언츠","이영재","P","투수","신흥고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","65","7","KIA 타이거즈","나연우","P","투수","휘문고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","66","7","두산 베어스","양재훈","P","투수","동의과학대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","67","7","NC 다이노스","정현창","IF","내야수","부산공업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","68","7","SSG 랜더스","김현재","P","투수","대전고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","69","7","KT 위즈","이용현","IF","내야수","강릉고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","70","7","LG 트윈스","김종운","C","포수","창원공고야구단","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","71","8","키움 히어로즈","정세영","P","투수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","72","8","한화 이글스","엄상현","P","투수","홍익대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","73","8","삼성 라이온즈","천겸","P","투수","부산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","74","8","롯데 자이언츠","최민규","IF","내야수","부산과학기술대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","75","8","KIA 타이거즈","임다온","P","투수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","76","8","두산 베어스","김성재","C","포수","선린인터넷고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","77","8","NC 다이노스","신민우","C","포수","마산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","78","8","SSG 랜더스","이도우","P","투수","서울컨벤션고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","79","8","KT 위즈","윤상인","P","투수","동원과학기술대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","80","8","LG 트윈스","우정안","IF","내야수","덕수고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","81","9","키움 히어로즈","임진묵","P","투수","경기상업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","82","9","한화 이글스","엄요셉","P","투수","인창고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","83","9","삼성 라이온즈","우승완","P","투수","세광고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","84","9","롯데 자이언츠","한승현","OF","외야수","장충고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","85","9","KIA 타이거즈","엄준현","IF","내야수","전주고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","86","9","두산 베어스","주양준","OF","외야수","경남고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","87","9","NC 다이노스","장창훈","IF","내야수","강릉영동대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","88","9","SSG 랜더스","홍대인","IF","내야수","사이버한국외대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","89","9","KT 위즈","이정환","C","포수","안산공업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","90","9","LG 트윈스","안시후","P","투수","부천고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","91","10","키움 히어로즈","오혜성","P","투수","제물포고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","92","10","한화 이글스","최주원","P","투수","북일고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","93","10","삼성 라이온즈","강민성","IF","내야수","안산공업고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","94","10","롯데 자이언츠","김태균","P","투수","경남고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","95","10","KIA 타이거즈","이성원","P","투수","유신고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","96","10","두산 베어스","연서준","P","투수","비봉고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","97","10","NC 다이노스","양가온솔","OF","외야수","인상고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","98","10","SSG 랜더스","한지헌","P","투수","경희대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","99","10","KT 위즈","정영웅","OF","외야수","원광대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","100","10","LG 트윈스","고영웅","P","투수","동원대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","101","11","키움 히어로즈","정동준","P","투수","경남대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","102","11","한화 이글스","이민재","OF","외야수","동원과학기술대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","103","11","삼성 라이온즈","진희성","P","투수","동산고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","104","11","롯데 자이언츠","조영우","P","투수","인천고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","105","11","KIA 타이거즈","박헌","OF","외야수","광주제일고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","106","11","두산 베어스","최우혁","P","투수","라온고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","107","11","NC 다이노스","조창연","C","포수","장충고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","108","11","SSG 랜더스","도재현","P","투수","사이버한국외대","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","109","11","KT 위즈","이승준","IF","내야수","장안고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
"2025","2024-09-11","110","11","LG 트윈스","성준서","P","투수","경기항공고","0","https://www.koreabaseball.com/MediaNews/Notice/View.aspx?bdSe=10201"
