"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","ERA","G","CG","SHO","W","L","SV","HLD","WPCT","TBF","IP","H","HR","BB","HBP","SO","R","ER","IP_OUTS","IP_DECIMAL","WHIP"
"2025","50030","KBO-50030","KT 위즈","소형준","P","KT","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50030","2.25","1","0","0","0","0","0","0","-","18","4","6","0","0","0","6","1","1","12","4.000","1.50"
"2025","50036","KBO-50036","키움 히어로즈","이강준","P","고양","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50036","0.00","1","0","0","0","0","0","0","-","3","1","0","0","0","0","3","0","0","3","1.000","0.00"
"2025","50106","KBO-50106","LG 트윈스","유영찬","P","LG","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50106","0.00","1","0","0","0","0","0","0","-","4","1","1","0","0","0","1","0","0","3","1.000","1.00"
"2025","50109","KBO-50109","KT 위즈","성재헌","P","KT","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50109","8.22","28","0","0","1","2","1","7","0.333","119","23","36","4","14","0","15","24","21","69","23.000","2.17"
"2025","50206","KBO-50206","두산 베어스","최종인","P","두산","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50206","9.45","19","0","0","1","2","0","1","0.333","116","20","35","4","19","2","18","29","21","60","20.000","2.70"
"2025","50211","KBO-50211","두산 베어스","제환유","P","두산","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50211","3.11","13","0","0","3","2","0","0","0.600","270","63 2/3","59","3","27","4","54","25","22","191","63.667","1.35"
"2025","50430","KBO-50430","삼성 라이온즈","홍원표","P","삼성","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50430","8.13","25","0","0","2","5","0","1","0.286","256","52","75","6","29","1","41","52","47","156","52.000","2.00"
"2025","50441","KBO-50441","삼성 라이온즈","황동재","P","삼성","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50441","5.74","15","0","0","0","4","0","1","0.000","147","31 1/3","40","1","14","5","22","23","20","94","31.333","1.72"
"2025","50464","KBO-50464","삼성 라이온즈","이승민","P","삼성","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50464","0.00","1","0","0","0","0","0","0","-","3","1","0","0","0","0","1","0","0","3","1.000","0.00"
"2025","50556","KBO-50556","롯데 자이언츠","최준용","P","롯데","1","https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=50556","0.00","3","0","0","0","0","0","1","-","11","3 2/3","1","0","0","0","2","0","0","11","3.667","0.27"
