"season","game_date","game_id","start_time","away_team","away_score","home_team","home_score","stadium","source_url"
"2025","2025-08-21","20250821LTLG0","18:30","롯데","6","LG","6","잠실","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250821&gameId=20250821LTLG0&section=REVIEW"
"2025","2025-08-21","20250821OBHH0","18:30","두산","6","한화","3","대전","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250821&gameId=20250821OBHH0&section=REVIEW"
"2025","2025-08-21","20250821SKKT0","18:30","SSG","7","KT","1","수원","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250821&gameId=20250821SKKT0&section=REVIEW"
"2025","2025-08-21","20250821SSNC0","18:30","삼성","5","NC","7","창원","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250821&gameId=20250821SSNC0&section=REVIEW"
"2025","2025-08-21","20250821WOHT0","18:30","키움","11","KIA","10","광주","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250821&gameId=20250821WOHT0&section=REVIEW"
"2025","2025-08-22","20250822KTOB0","18:30","KT","13","두산","8","잠실","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250822&gameId=20250822KTOB0&section=REVIEW"
"2025","2025-08-22","20250822LGHT0","18:30","LG","14","KIA","2","광주","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250822&gameId=20250822LGHT0&section=REVIEW"
"2025","2025-08-22","20250822LTNC0","18:30","롯데","6","NC","7","창원","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250822&gameId=20250822LTNC0&section=REVIEW"
"2025","2025-08-22","20250822SKHH0","18:30","SSG","1","한화","0","대전","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250822&gameId=20250822SKHH0&section=REVIEW"
"2025","2025-08-22","20250822WOSS0","18:30","키움","2","삼성","8","대구","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250822&gameId=20250822WOSS0&section=REVIEW"
"2025","2025-08-23","20250823KTOB0","18:00","KT","6","두산","2","잠실","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250823&gameId=20250823KTOB0&section=REVIEW"
"2025","2025-08-23","20250823LGHT0","18:00","LG","6","KIA","2","광주","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250823&gameId=20250823LGHT0&section=REVIEW"
"2025","2025-08-23","20250823LTNC0","18:00","롯데","1","NC","4","창원","https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20250823&gameId=20250823LTNC0&section=REVIEW"
