"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS"
"2024","63260","KBO-63260","NC 다이노스","이우성","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=63260","0.417","3","12","12","2","5","0","0","0","5","2","0","0","0","0","3","1","0.417","0.417","0","0.834"
"2024","63722","KBO-63722","KIA 타이거즈","한승택","C","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=63722","0.241","45","107","87","5","21","5","0","0","26","12","0","0","14","2","24","2","0.299","0.349","2","0.648"
"2024","63963","KBO-63963","NC 다이노스","권희동","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=63963","","","","","","","","","","","","","","","","","","","","",""
"2024","64004","KBO-64004","KT 위즈","김민혁","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64004","0.250","3","11","8","2","2","0","0","0","2","1","0","0","3","0","1","0","0.250","0.455","0","0.705"
"2024","64006","KBO-64006","한화 이글스","심우준","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64006","0.288","45","159","132","18","38","3","0","2","47","13","15","3","23","2","20","5","0.356","0.399","6","0.755"
"2024","64007","KBO-64007","KT 위즈","문상철","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64007","","","","","","","","","","","","","","","","","","","","",""
"2024","64012","KBO-64012","KT 위즈","송민섭","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012","0.360","11","30","25","5","9","0","0","0","9","3","1","2","1","4","6","1","0.360","0.467","0","0.827"
"2024","64022","KBO-64022","NC 다이노스","안중열","C","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022","0.340","56","127","97","23","33","7","0","3","49","23","0","1","25","4","25","4","0.505","0.492","4","0.997"
"2024","64101","KBO-64101","NC 다이노스","한석현","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101","0.317","39","138","120","20","38","13","1","2","59","24","8","1","12","4","16","3","0.492","0.394","1","0.886"
"2024","64115","KBO-64115","KT 위즈","장준원","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115","0.323","56","196","161","28","52","11","1","1","68","31","2","1","31","3","26","5","0.422","0.439","10","0.861"
"2024","64153","KBO-64153","두산 베어스","양석환","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64153","","","","","","","","","","","","","","","","","","","","",""
"2024","64166","KBO-64166","KT 위즈","배정대","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64166","0.000","2","6","5","1","0","0","0","0","0","0","0","0","1","0","2","0","0.000","0.167","0","0.167"
"2024","64340","KBO-64340","키움 히어로즈","임지열","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64340","0.234","62","242","197","24","46","8","0","5","69","30","2","1","38","2","51","3","0.350","0.355","3","0.705"
"2024","64346","KBO-64346","키움 히어로즈","임병욱","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64346","0.265","27","95","83","8","22","8","0","1","33","11","1","0","10","1","20","3","0.398","0.347","0","0.745"
"2024","64468","KBO-64468","두산 베어스","박계범","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64468","","","","","","","","","","","","","","","","","","","","",""
"2024","64504","KBO-64504","KT 위즈","오윤석","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64504","0.310","22","85","71","15","22","4","0","2","32","9","0","0","7","4","10","2","0.451","0.388","3","0.839"
"2024","64560","KBO-64560","KIA 타이거즈","이창진","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64560","0.313","6","17","16","1","5","0","0","0","5","1","0","0","1","0","3","1","0.313","0.353","0","0.666"
"2024","64610","KBO-64610","삼성 라이온즈","강한울","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64610","0.255","24","56","51","4","13","1","0","1","17","8","0","2","3","1","17","2","0.333","0.304","1","0.637"
"2024","64646","KBO-64646","KIA 타이거즈","박찬호","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64646","0.000","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0.000","0.000","2","0.000"
"2024","64793","KBO-64793","LG 트윈스","김민수","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64793","0.230","48","97","87","8","20","2","1","0","24","2","0","0","6","3","19","6","0.276","0.299","4","0.575"
"2024","64984","KBO-64984","키움 히어로즈","김태진","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64984","0.433","19","71","67","15","29","7","3","0","42","13","0","0","3","1","5","3","0.627","0.465","2","1.092"
"2024","65040","KBO-65040","삼성 라이온즈","김태훈","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65040","0.320","84","318","281","61","90","26","5","11","159","62","2","1","27","5","42","9","0.566","0.384","6","0.950"
"2024","65115","KBO-65115","LG 트윈스","안익훈","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65115","0.356","36","133","104","22","37","8","0","0","45","19","1","1","21","3","9","1","0.433","0.462","0","0.895"
"2024","65132","KBO-65132","삼성 라이온즈","김재성","C","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65132","0.302","37","112","96","15","29","8","1","0","39","14","0","1","14","2","20","2","0.406","0.402","5","0.808"
"2024","65207","KBO-65207","LG 트윈스","신민재","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65207","","","","","","","","","","","","","","","","","","","","",""
"2024","65269","KBO-65269","두산 베어스","김민혁","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65269","","","","","","","","","","","","","","","","","","","","",""
"2024","65357","KBO-65357","키움 히어로즈","송성문","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65357","","","","","","","","","","","","","","","","","","","","",""
"2024","65464","KBO-65464","KIA 타이거즈","최정용","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65464","0.312","72","235","205","31","64","14","1","1","83","21","2","5","30","0","38","2","0.405","0.400","2","0.805"
"2024","65586","KBO-65586","삼성 라이온즈","전병우","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65586","0.171","15","53","41","6","7","1","0","0","8","3","0","0","11","0","12","1","0.195","0.340","1","0.535"
"2024","65610","KBO-65610","KIA 타이거즈","황대인","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65610","0.265","38","134","113","14","30","7","0","6","55","21","0","0","20","1","27","3","0.487","0.381","4","0.868"
"2024","65653","KBO-65653","KIA 타이거즈","김호령","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65653","0.325","40","133","117","18","38","8","1","4","60","20","6","2","12","3","38","3","0.513","0.398","1","0.911"
"2024","65703","KBO-65703","한화 이글스","이도윤","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65703","","","","","","","","","","","","","","","","","","","","",""
"2024","65898","KBO-65898","키움 히어로즈","김웅빈","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65898","0.320","76","283","228","48","73","13","0","10","116","44","1","0","49","4","59","5","0.509","0.447","5","0.956"
"2024","65905","KBO-65905","LG 트윈스","최승민","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=65905","0.326","18","49","43","9","14","0","1","0","16","8","5","3","4","0","8","1","0.372","0.375","1","0.747"
"2024","66108","KBO-66108","LG 트윈스","홍창기","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66108","","","","","","","","","","","","","","","","","","","","",""
"2024","66112","KBO-66112","두산 베어스","김기연","C","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66112","0.250","4","15","12","2","3","1","0","0","4","0","0","1","3","0","1","0","0.333","0.400","0","0.733"
"2024","66162","KBO-66162","LG 트윈스","김주성","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66162","0.281","63","243","196","38","55","8","4","3","80","24","5","7","34","6","32","1","0.408","0.399","9","0.807"
"2024","66209","KBO-66209","두산 베어스","조수행","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66209","","","","","","","","","","","","","","","","","","","","",""
"2024","66233","KBO-66233","두산 베어스","홍성호","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66233","0.269","65","267","234","29","63","13","0","7","97","46","4","4","28","1","59","2","0.415","0.345","6","0.760"
"2024","66354","KBO-66354","KIA 타이거즈","주효상","C","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66354","0.200","42","93","80","5","16","3","0","2","25","10","0","0","12","0","19","1","0.313","0.301","2","0.614"
"2024","66406","KBO-66406","삼성 라이온즈","안주형","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66406","0.286","4","14","14","3","4","1","0","0","5","1","0","0","0","0","2","0","0.357","0.286","0","0.643"
"2024","66409","KBO-66409","삼성 라이온즈","이성규","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66409","0.333","3","9","9","2","3","0","0","1","6","4","0","0","0","0","2","0","0.667","0.333","0","1.000"
"2024","66606","KBO-66606","NC 다이노스","최원준","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66606","","","","","","","","","","","","","","","","","","","","",""
"2024","66614","KBO-66614","KIA 타이거즈","김규성","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66614","0.225","50","161","142","25","32","4","3","8","66","24","2","0","16","2","41","1","0.465","0.311","6","0.776"
"2024","66657","KBO-66657","한화 이글스","이진영","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66657","0.323","21","78","65","16","21","2","0","3","32","12","2","0","12","1","15","0","0.492","0.436","1","0.928"
"2024","66662","KBO-66662","SSG 랜더스","신범수","C","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66662","0.351","54","133","114","14","40","17","0","1","60","18","0","1","15","2","17","1","0.526","0.435","2","0.961"
"2024","66704","KBO-66704","한화 이글스","김태연","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66704","","","","","","","","","","","","","","","","","","","","",""
"2024","66706","KBO-66706","KT 위즈","장진혁","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66706","0.364","20","64","55","12","20","5","2","2","35","9","4","1","6","1","7","1","0.636","0.429","0","1.065"
"2024","66707","KBO-66707","한화 이글스","박상언","C","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66707","0.355","46","107","93","15","33","5","1","2","46","22","1","2","12","0","13","0","0.495","0.421","1","0.916"
"2024","66715","KBO-66715","한화 이글스","김인환","IF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66715","0.314","59","232","194","30","61","10","0","5","86","25","2","0","35","3","36","3","0.443","0.427","2","0.870"
"2024","66838","KBO-66838","키움 히어로즈","김동엽","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66838","0.288","38","118","104","13","30","8","1","2","46","21","1","1","9","3","23","4","0.442","0.356","0","0.798"
"2024","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66864","0.289","44","172","149","24","43","7","0","2","56","18","16","5","16","2","22","1","0.376","0.363","10","0.739"
"2024","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66917","0.348","20","80","66","14","23","4","0","2","33","13","1","0","12","1","7","4","0.500","0.450","6","0.950"
"2024","66928","KBO-66928","두산 베어스","박준영","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66928","0.182","9","34","33","3","6","2","0","0","8","2","1","0","1","0","8","2","0.242","0.206","2","0.448"
"2024","66965","KBO-66965","NC 다이노스","도태훈","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=66965","","","","","","","","","","","","","","","","","","","","",""
"2024","67005","KBO-67005","삼성 라이온즈","홍현빈","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67005","0.286","46","143","112","33","32","7","4","3","56","20","2","2","26","1","23","1","0.500","0.418","1","0.918"
"2024","67006","KBO-67006","KT 위즈","안치영","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67006","0.244","60","191","156","25","38","4","0","0","42","13","1","1","31","2","42","7","0.269","0.372","1","0.641"
"2024","67207","KBO-67207","두산 베어스","이유찬","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67207","0.310","10","36","29","4","9","1","0","0","10","2","3","3","6","1","2","1","0.345","0.444","1","0.789"
"2024","67449","KBO-67449","삼성 라이온즈","김성윤","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67449","0.250","16","66","56","5","14","1","0","0","15","2","7","1","8","1","9","3","0.268","0.354","0","0.622"
"2024","67609","KBO-67609","KIA 타이거즈","박정우","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67609","0.354","33","135","113","23","40","3","0","0","43","9","13","5","20","0","13","0","0.381","0.444","1","0.825"
"2024","67610","KBO-67610","KIA 타이거즈","김석환","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67610","0.230","49","174","148","25","34","7","1","5","58","25","3","0","23","1","40","4","0.392","0.333","1","0.725"
"2024","67644","KBO-67644","KT 위즈","이정훈","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67644","0.336","39","135","119","15","40","6","0","2","52","22","1","2","14","0","17","7","0.437","0.400","2","0.837"
"2024","67807","KBO-67807","SSG 랜더스","이정범","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67807","0.247","57","196","178","17","44","12","1","4","70","29","0","0","12","4","24","8","0.393","0.306","1","0.699"
"2024","67893","KBO-67893","SSG 랜더스","박성한","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67893","","","","","","","","","","","","","","","","","","","","",""
"2024","67900","KBO-67900","SSG 랜더스","김수윤","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67900","0.258","54","143","124","23","32","7","0","5","54","19","3","1","14","5","29","1","0.435","0.357","4","0.792"
"2024","67905","KBO-67905","NC 다이노스","천재환","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=67905","0.295","26","89","78","16","23","3","0","1","29","5","6","1","7","2","20","0","0.372","0.360","0","0.732"
"2024","68050","KBO-68050","KT 위즈","강백호","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68050","","","","","","","","","","","","","","","","","","","","",""
"2024","68089","KBO-68089","KT 위즈","조대현","C","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68089","0.253","38","107","91","11","23","5","1","2","36","23","1","0","9","1","20","3","0.396","0.317","2","0.713"
"2024","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68110","0.291","82","333","289","56","84","23","0","9","134","56","9","2","34","6","70","0","0.464","0.372","1","0.836"
"2024","68119","KBO-68119","LG 트윈스","문성주","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68119","0.500","4","13","12","0","6","0","0","0","6","1","0","0","1","0","3","0","0.500","0.538","0","1.038"
"2024","68205","KBO-68205","롯데 자이언츠","전민재","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68205","0.714","3","7","7","0","5","0","0","0","5","1","0","1","0","0","1","0","0.714","0.714","1","1.428"
"2024","68305","KBO-68305","키움 히어로즈","변상권","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68305","0.288","24","81","73","8","21","4","0","2","31","7","1","0","8","0","10","3","0.425","0.358","0","0.783"
"2024","68362","KBO-68362","두산 베어스","추재현","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68362","0.324","65","264","225","39","73","8","1","6","101","36","9","1","23","11","32","7","0.449","0.407","1","0.856"
"2024","68407","KBO-68407","삼성 라이온즈","공민규","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68407","0.292","74","231","192","33","56","10","1","6","86","40","2","1","29","9","44","2","0.448","0.407","2","0.855"
"2024","68463","KBO-68463","삼성 라이온즈","윤정빈","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68463","0.250","25","76","64","7","16","3","0","1","22","15","2","1","8","1","13","1","0.344","0.329","0","0.673"
"2024","68504","KBO-68504","KT 위즈","이호연","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68504","0.307","34","129","114","12","35","4","2","5","58","24","0","2","11","1","9","3","0.509","0.364","2","0.873"
"2024","68507","KBO-68507","롯데 자이언츠","장두성","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68507","0.415","15","58","53","11","22","1","2","0","27","6","7","4","5","0","8","1","0.509","0.466","0","0.975"
"2024","68518","KBO-68518","롯데 자이언츠","정보근","C","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68518","0.311","18","50","45","3","14","1","0","0","15","5","0","1","3","0","8","0","0.333","0.347","0","0.680"
"2024","68646","KBO-68646","KIA 타이거즈","한준수","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68646","","","","","","","","","","","","","","","","","","","","",""
"2024","68700","KBO-68700","한화 이글스","이원석","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700","0.188","17","35","32","3","6","0","0","0","6","3","4","1","3","0","6","0","0.188","0.257","0","0.445"
"2024","68868","KBO-68868","SSG 랜더스","최준우","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868","0.311","69","271","235","35","73","7","0","1","83","26","7","3","31","2","34","7","0.353","0.394","12","0.747"
"2024","68904","KBO-68904","NC 다이노스","오영수","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904","0.230","50","167","139","13","32","6","0","4","50","21","1","1","25","2","36","3","0.360","0.353","2","0.713"
"2024","68912","KBO-68912","NC 다이노스","김형준","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912","","","","","","","","","","","","","","","","","","","","",""
"2024","69056","KBO-69056","KT 위즈","박민석","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69056","0.201","73","225","194","32","39","6","1","3","56","22","13","5","29","0","62","2","0.289","0.305","15","0.594"
"2024","69064","KBO-69064","KT 위즈","강민성","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69064","0.268","78","322","276","57","74","18","2","12","132","63","1","0","38","5","86","2","0.478","0.363","8","0.841"
"2024","69100","KBO-69100","LG 트윈스","구본혁","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69100","","","","","","","","","","","","","","","","","","","","",""
"2024","69102","KBO-69102","LG 트윈스","문보경","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69102","","","","","","","","","","","","","","","","","","","","",""
"2024","69105","KBO-69105","LG 트윈스","김성진","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69105","0.257","81","338","304","46","78","15","0","10","123","62","2","2","27","6","64","7","0.405","0.328","9","0.733"
"2024","69203","KBO-69203","NC 다이노스","송승환","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69203","0.260","52","170","150","19","39","11","0","2","56","17","1","2","12","2","30","6","0.373","0.314","2","0.687"
"2024","69207","KBO-69207","삼성 라이온즈","김태근","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69207","0.315","48","161","143","32","45","10","2","2","65","20","16","2","9","7","22","1","0.455","0.379","0","0.834"
"2024","69238","KBO-69238","두산 베어스","김대한","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69238","0.231","40","159","143","20","33","9","0","4","54","19","10","2","13","1","34","0","0.378","0.296","2","0.674"
"2024","69332","KBO-69332","키움 히어로즈","주성원","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69332","0.272","44","168","147","18","40","6","1","2","54","12","2","0","19","2","36","2","0.367","0.363","1","0.730"
"2024","69403","KBO-69403","삼성 라이온즈","양우현","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69403","0.299","90","330","291","55","87","16","4","4","123","31","20","9","33","2","40","7","0.423","0.372","12","0.795"
"2024","69416","KBO-69416","삼성 라이온즈","이해승","IF","상무","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69416","0.264","54","134","121","17","32","4","1","3","47","18","0","0","11","1","32","2","0.388","0.328","3","0.716"
"2024","69418","KBO-69418","삼성 라이온즈","박승규","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69418","","","","","","","","","","","","","","","","","","","","",""
"2024","69428","KBO-69428","삼성 라이온즈","이병헌","C","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69428","0.400","8","23","15","4","6","0","0","1","9","3","0","0","8","0","5","1","0.600","0.609","2","1.209"
"2024","69442","KBO-69442","삼성 라이온즈","김도환","C","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69442","0.256","58","157","125","18","32","8","0","1","43","17","0","0","24","5","34","3","0.344","0.391","2","0.735"
"2024","69508","KBO-69508","롯데 자이언츠","신윤후","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69508","0.376","30","111","93","18","35","6","0","1","44","15","4","5","13","3","16","2","0.473","0.459","1","0.932"
"2024","69517","KBO-69517","롯데 자이언츠","고승민","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69517","0.212","11","38","33","2","7","0","0","1","10","4","0","0","4","0","6","1","0.303","0.289","1","0.592"
"2024","69636","KBO-69636","KIA 타이거즈","오선우","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69636","0.267","90","319","292","40","78","18","0","12","132","42","2","0","24","1","73","8","0.452","0.323","3","0.775"
"2024","69727","KBO-69727","KIA 타이거즈","변우혁","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69727","0.363","33","127","102","16","37","4","0","7","62","30","1","0","21","3","23","3","0.608","0.480","1","1.088"
"2024","69737","KBO-69737","한화 이글스","노시환","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69737","","","","","","","","","","","","","","","","","","","","",""
"2024","69766","KBO-69766","한화 이글스","유로결","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69766","0.322","66","260","230","49","74","17","2","6","113","43","11","1","25","2","44","6","0.491","0.388","1","0.879"
"2024","69804","KBO-69804","SSG 랜더스","채현우","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69804","0.214","19","30","28","7","6","1","0","1","10","8","7","6","2","0","7","1","0.357","0.267","1","0.624"
"2024","69813","KBO-69813","SSG 랜더스","하재훈","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69813","0.323","9","36","31","8","10","1","0","3","20","9","0","0","4","0","5","3","0.645","0.389","0","1.034"
"2024","69825","KBO-69825","SSG 랜더스","김창평","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69825","0.273","43","177","139","31","38","4","2","1","49","11","18","4","36","1","25","1","0.353","0.424","0","0.777"
"2024","69980","KBO-69980","NC 다이노스","김범준","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69980","0.278","90","358","295","50","82","12","0","13","133","59","3","1","51","9","81","6","0.451","0.397","8","0.848"
"2024","69992","KBO-69992","NC 다이노스","최정원","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69992","0.156","9","37","32","5","5","0","0","0","5","0","0","0","4","1","10","0","0.156","0.270","1","0.426"
"2024","69995","KBO-69995","NC 다이노스","서호철","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=69995","","","","","","","","","","","","","","","","","","","","",""
"2024","72443","KBO-72443","KIA 타이거즈","최형우","OF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=72443","0.500","3","8","8","2","4","1","0","1","8","2","0","0","0","0","1","0","1.000","0.500","0","1.500"
"2024","72457","KBO-72457","삼성 라이온즈","김민수","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=72457","","","","","","","","","","","","","","","","","","","","",""
"2024","74163","KBO-74163","키움 히어로즈","이용규","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=74163","0.333","4","9","9","0","3","0","0","0","3","0","0","0","0","0","1","0","0.333","0.333","0","0.666"
"2024","74540","KBO-74540","삼성 라이온즈","강민호","C","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=74540","0.250","1","4","4","0","1","0","0","0","1","0","0","0","0","0","1","0","0.250","0.250","0","0.500"
"2024","75125","KBO-75125","삼성 라이온즈","박병호","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=75125","","","","","","","","","","","","","","","","","","","","",""
"2024","75334","KBO-75334","KT 위즈","오재일","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=75334","0.174","17","54","46","3","8","0","0","1","11","5","0","0","6","0","11","1","0.239","0.259","0","0.498"
"2024","75566","KBO-75566","키움 히어로즈","이원석","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=75566","0.250","2","4","4","0","1","0","0","0","1","1","0","0","0","0","1","0","0.250","0.250","0","0.500"
"2024","75847","KBO-75847","SSG 랜더스","최정","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=75847","","","","","","","","","","","","","","","","","","","","",""
"2024","76232","KBO-76232","두산 베어스","양의지","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=76232","","","","","","","","","","","","","","","","","","","","",""
