"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","defense_position","G","GS","IP","E","PKO","PO","A","DP","FPCT","PB","SB","CS","CS_PCT","source_url"
"2025","55164","KBO-55164","LG 트윈스","박관우","OF","LG","우익수","15","0","27","1","0","2","0","0","0.667","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","55164","KBO-55164","LG 트윈스","박관우","OF","LG","좌익수","17","7","57 1/3","0","0","12","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","79365","KBO-79365","LG 트윈스","박동원","C","LG","포수","130","102","938 1/3","8","2","784","78","11","0.991","2","67","18","21.2","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62415","KBO-62415","LG 트윈스","박해민","OF","LG","중견수","144","136","1179","1","0","310","6","2","0.997","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54156","KBO-54156","LG 트윈스","손용준","IF","LG","1루수","2","2","8","0","0","11","1","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54156","KBO-54156","LG 트윈스","손용준","IF","LG","3루수","2","2","13","1","0","1","3","2","0.800","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","1루수","4","2","16","1","0","17","1","1","0.947","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","3루수","3","0","6","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","우익수","25","17","153","0","0","29","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","좌익수","24","12","123 1/3","0","0","30","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","중견수","4","2","15","0","0","2","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","LG","2루수","130","113","992 2/3","12","0","245","320","87","0.979","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","LG","유격수","1","0","6","0","0","0","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","LG","중견수","2","1","6","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","53123","KBO-53123","LG 트윈스","오스틴","IF","LG","1루수","96","94","793","8","0","723","61","66","0.990","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","79109","KBO-79109","LG 트윈스","오지환","IF","LG","유격수","123","107","939 1/3","9","0","148","295","67","0.980","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","1루수","14","2","37","0","0","45","2","4","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","2루수","15","5","53","0","0","11","24","3","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","3루수","11","5","50","0","0","2","8","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","우익수","2","0","2","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","유격수","8","1","18","0","0","1","5","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52154","KBO-52154","LG 트윈스","이주헌","C","LG","포수","69","42","332","4","0","295","16","2","0.987","5","28","3","9.7","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","1루수","21","10","99","1","0","89","9","9","0.990","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","2루수","27","18","158 1/3","2","0","36","66","14","0.981","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","3루수","20","10","85","1","0","7","9","3","0.941","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","우익수","3","3","17","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","좌익수","8","5","29","0","0","6","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","LG","우익수","2","0","2 1/3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","LG","좌익수","12","0","19 2/3","1","0","5","0","0","0.833","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","LG","중견수","1","0","1","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52103","KBO-52103","LG 트윈스","최원영","OF","LG","우익수","27","7","81","0","0","23","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52103","KBO-52103","LG 트윈스","최원영","OF","LG","좌익수","60","8","169 1/3","1","0","41","0","0","0.976","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52103","KBO-52103","LG 트윈스","최원영","OF","LG","중견수","34","5","78 1/3","0","0","29","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50108","KBO-50108","LG 트윈스","함창건","OF","LG","우익수","6","0","12","0","0","3","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50108","KBO-50108","LG 트윈스","함창건","OF","LG","좌익수","9","7","56","0","0","17","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66108","KBO-66108","LG 트윈스","홍창기","OF","LG","우익수","42","40","329 2/3","0","0","58","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54908","KBO-54908","NC 다이노스","고승완","OF","NC","우익수","1","0","3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54908","KBO-54908","NC 다이노스","고승완","OF","NC","좌익수","2","0","7","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54908","KBO-54908","NC 다이노스","고승완","OF","NC","중견수","6","1","10 1/3","0","0","8","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","1루수","1","0","1/3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","우익수","23","21","117","0","0","19","1","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","좌익수","103","82","669 1/3","1","0","135","7","0","0.993","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","중견수","6","4","22","0","0","5","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","포수","1","0","1","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51903","KBO-51903","NC 다이노스","김정호","C","NC","포수","8","3","32","0","0","32","2","0","1.000","0","5","1","16.7","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51907","KBO-51907","NC 다이노스","김주원","IF","NC","유격수","140","139","1166","29","0","246","336","79","0.953","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50902","KBO-50902","NC 다이노스","김한별","IF","NC","2루수","27","7","85 1/3","0","0","10","26","5","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50902","KBO-50902","NC 다이노스","김한별","IF","NC","3루수","27","3","56 1/3","0","0","7","8","2","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50902","KBO-50902","NC 다이노스","김한별","IF","NC","유격수","28","5","82","2","0","17","29","5","0.958","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68912","KBO-68912","NC 다이노스","김형준","C","NC","포수","123","107","906","4","1","782","78","8","0.995","6","47","26","35.6","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51344","KBO-51344","NC 다이노스","김휘집","IF","NC","1루수","21","6","74 1/3","0","0","62","5","10","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51344","KBO-51344","NC 다이노스","김휘집","IF","NC","3루수","130","119","1005","19","0","106","193","20","0.940","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54944","KBO-54944","NC 다이노스","데이비슨","IF","NC","1루수","87","87","660 1/3","2","0","572","46","53","0.997","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54944","KBO-54944","NC 다이노스","데이비슨","IF","NC","투수","1","0","1/3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","1루수","23","5","89","0","0","77","8","9","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","2루수","22","9","93 1/3","1","0","20","38","4","0.983","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","3루수","11","2","28","1","0","1","4","0","0.833","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","유격수","6","0","21 2/3","1","0","2","9","1","0.917","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","투수","1","0","1","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","79215","KBO-79215","NC 다이노스","박건우","OF","NC","우익수","69","64","458","1","0","83","5","1","0.989","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","79215","KBO-79215","NC 다이노스","박건우","OF","NC","중견수","7","7","51","1","0","13","0","0","0.929","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62907","KBO-62907","NC 다이노스","박민우","IF","NC","1루수","7","1","20","0","0","20","0","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62907","KBO-62907","NC 다이노스","박민우","IF","NC","2루수","100","96","766 1/3","10","0","205","259","58","0.979","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62244","KBO-62244","NC 다이노스","박세혁","C","NC","포수","43","19","185 1/3","3","0","148","12","1","0.982","0","22","2","8.3","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50996","KBO-50996","NC 다이노스","박시원","OF","NC","우익수","34","4","93 1/3","0","0","18","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50996","KBO-50996","NC 다이노스","박시원","OF","NC","좌익수","2","1","12","0","0","6","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50996","KBO-50996","NC 다이노스","박시원","OF","NC","중견수","8","6","41","0","0","9","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50906","KBO-50906","NC 다이노스","박영빈","OF","NC","중견수","5","0","8","0","0","3","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","NC","1루수","55","27","272","1","0","241","7","26","0.996","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","NC","2루수","31","23","179","3","0","42","58","10","0.971","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","NC","3루수","31","18","166 1/3","4","0","14","30","4","0.917","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69203","KBO-69203","NC 다이노스","송승환","OF","NC","1루수","1","1","2","0","0","2","0","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69203","KBO-69203","NC 다이노스","송승환","OF","NC","좌익수","3","1","6","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50901","KBO-50901","NC 다이노스","안인산","IF","NC","1루수","2","0","2","0","0","2","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","64022","KBO-64022","NC 다이노스","안중열","C","NC","포수","32","15","145 2/3","2","0","99","11","0","0.982","1","6","1","14.3","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","68904","KBO-68904","NC 다이노스","오영수","IF","NC","1루수","16","7","64","1","0","52","3","6","0.982","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51996","KBO-51996","NC 다이노스","오태양","IF","NC","2루수","5","0","8","1","0","2","4","1","0.857","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51996","KBO-51996","NC 다이노스","오태양","IF","NC","중견수","5","3","25","0","0","6","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","1루수","9","8","63","1","0","53","6","3","0.983","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","우익수","14","9","91 2/3","0","0","13","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","좌익수","75","66","470 1/3","2","0","120","3","1","0.984","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","중견수","3","1","12","0","0","4","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","NC","우익수","52","11","202","1","0","29","3","0","0.970","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","NC","좌익수","53","5","174 1/3","1","0","43","0","0","0.977","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","NC","중견수","60","39","314 2/3","0","0","87","1","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","1루수","1","0","2","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","우익수","66","29","324 2/3","2","0","62","4","0","0.971","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","좌익수","2","0","4","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","중견수","80","71","611 2/3","1","0","158","6","1","0.994","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","2루수","25","7","89 1/3","0","0","22","28","5","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","3루수","1","1","4","1","0","2","1","0","0.750","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","우익수","1","0","4","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","좌익수","13","3","47 1/3","0","0","11","1","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","중견수","45","18","210","0","0","52","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","NC","우익수","18","3","70 1/3","0","0","20","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","NC","좌익수","12","3","41 2/3","0","0","4","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","NC","중견수","30","20","186 2/3","1","0","49","2","0","0.981","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50903","KBO-50903","NC 다이노스","한재환","IF","NC","1루수","6","2","21","0","0","23","1","2","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50903","KBO-50903","NC 다이노스","한재환","IF","NC","3루수","1","0","2 1/3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50903","KBO-50903","NC 다이노스","한재환","IF","NC","좌익수","3","1","9","0","0","2","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50600","KBO-50600","NC 다이노스","홍종표","IF","NC","2루수","44","10","164 1/3","2","0","46","50","12","0.980","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50600","KBO-50600","NC 다이노스","홍종표","IF","NC","3루수","7","3","29","0","0","4","6","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50600","KBO-50600","NC 다이노스","홍종표","IF","NC","유격수","2","0","1 1/3","0","0","0","1","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","51868","KBO-51868","SSG 랜더스","고명준","IF","SSG","1루수","123","120","986","3","0","850","81","91","0.997","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50848","KBO-50848","SSG 랜더스","김성민","IF","SSG","투수","2","0","2/3","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","SSG","우익수","32","16","164 2/3","0","0","33","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","SSG","좌익수","7","4","35","0","0","8","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","SSG","중견수","17","11","92","0","0","22","1","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","SSG","2루수","17","10","83 1/3","1","0","23","34","7","0.983","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","SSG","3루수","37","17","182","4","0","9","30","1","0.907","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","SSG","유격수","9","2","25","0","0","2","10","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67900","KBO-67900","SSG 랜더스","김수윤","IF","SSG","3루수","7","5","35","2","0","4","8","2","0.857","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","2루수","6","3","22 2/3","0","0","5","4","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","3루수","32","20","175 1/3","3","0","18","39","6","0.950","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","유격수","8","1","18 2/3","1","0","3","6","2","0.900","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69825","KBO-69825","SSG 랜더스","김창평","OF","SSG","우익수","2","0","4","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","69825","KBO-69825","SSG 랜더스","김창평","OF","SSG","중견수","1","0","2","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","SSG","2루수","2","0","2","0","0","0","1","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","SSG","3루수","2","0","5","0","0","0","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","SSG","유격수","1","0","1","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","50868","KBO-50868","SSG 랜더스","류효승","OF","SSG","좌익수","2","1","5","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67893","KBO-67893","SSG 랜더스","박성한","IF","SSG","유격수","127","124","1065 1/3","20","0","222","340","90","0.966","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54805","KBO-54805","SSG 랜더스","박지환","IF","SSG","3루수","18","17","138 1/3","5","0","12","26","1","0.884","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54805","KBO-54805","SSG 랜더스","박지환","IF","SSG","우익수","9","4","37","0","0","8","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","54805","KBO-54805","SSG 랜더스","박지환","IF","SSG","중견수","1","0","2","0","0","0","0","0","-","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52804","KBO-52804","SSG 랜더스","석정우","IF","SSG","2루수","9","7","57","2","0","13","17","5","0.938","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52804","KBO-52804","SSG 랜더스","석정우","IF","SSG","3루수","20","8","78 1/3","2","0","2","7","0","0.818","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52804","KBO-52804","SSG 랜더스","석정우","IF","SSG","유격수","1","0","3","0","0","0","2","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66662","KBO-66662","SSG 랜더스","신범수","C","SSG","포수","23","8","82 1/3","0","0","75","4","0","1.000","0","9","1","10.0","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","2루수","25","22","179 2/3","2","0","33","56","11","0.978","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","3루수","44","32","298 1/3","4","0","18","44","5","0.939","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","유격수","32","17","170 1/3","3","0","37","42","15","0.963","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","53827","KBO-53827","SSG 랜더스","에레디아","OF","SSG","좌익수","86","86","740 2/3","2","0","194","6","0","0.990","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","60558","KBO-60558","SSG 랜더스","오태곤","OF","SSG","1루수","58","10","178 1/3","0","0","154","10","23","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","60558","KBO-60558","SSG 랜더스","오태곤","OF","SSG","우익수","21","10","95 2/3","0","0","14","1","1","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","60558","KBO-60558","SSG 랜더스","오태곤","OF","SSG","좌익수","25","14","139","2","0","29","0","0","0.935","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","60558","KBO-60558","SSG 랜더스","오태곤","OF","SSG","중견수","12","5","49","0","0","11","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","55832","KBO-55832","SSG 랜더스","이율예","C","SSG","포수","6","1","22","2","0","13","2","0","0.882","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","67807","KBO-67807","SSG 랜더스","이정범","OF","SSG","1루수","1","0","2","0","0","1","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","79456","KBO-79456","SSG 랜더스","이지영","C","SSG","포수","72","55","482 2/3","3","1","454","32","5","0.994","1","45","10","18.2","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
"2025","52807","KBO-52807","SSG 랜더스","임근우","OF","SSG","우익수","2","1","12","0","0","5","0","0","1.000","0","0","0","-","https://www.koreabaseball.com/Record/Player/Defense/Basic.aspx"
